split,instrument,topic,lag,m5_confirmed,m5_score,m5_pvalue,m5_n,m5_reason,m6_confirmed,m6_score,m6_pvalue,m6_n,m6_reason,confirmed,error,elapsed_s
train,MSCI_WORLD,banking,1,False,0.000178,0.60491,454,z_below_crit,False,0.03528,0.305,454,bootstrap_ci_includes_zero,False,,0.33
train,MSCI_WORLD,banking,7,False,0.000431,0.279523,454,z_below_crit,False,0.043244,0.8,448,ic_below_min,False,,0.26
train,MSCI_WORLD,banking,14,False,0.00023,0.594226,454,z_below_crit,False,0.032701,0.745,441,ic_below_min,False,,0.25
train,MSCI_WORLD,banking,30,False,0.000195,0.721394,454,z_below_crit,False,0.071036,0.925,425,ic_below_min,False,,0.38
train,MSCI_WORLD,banking,60,False,-0.000119,0.548047,454,z_below_crit,True,0.103521,0.02,395,ok,False,,0.47
train,MSCI_WORLD,banking,90,False,-8.9e-05,0.424948,454,z_below_crit,False,0.090531,0.925,365,ic_below_min,False,,0.46
train,MSCI_WORLD,gold,1,False,0.000103,0.81065,454,z_below_crit,False,0.026623,0.345,454,ic_below_min,False,,0.17
train,MSCI_WORLD,gold,7,False,-0.0003,0.510708,454,z_below_crit,False,0.029809,0.29,448,ic_below_min,False,,0.19
train,MSCI_WORLD,gold,14,False,-4.1e-05,0.936273,454,z_below_crit,False,0.081085,0.085,441,bootstrap_ci_includes_zero,False,,0.22
train,MSCI_WORLD,gold,30,False,2.1e-05,0.970582,454,z_below_crit,False,0.000752,0.51,425,ic_below_min,False,,0.25
train,MSCI_WORLD,gold,60,False,-0.00013,0.477467,454,z_below_crit,False,0.070144,0.075,395,bootstrap_ci_includes_zero,False,,0.33
train,MSCI_WORLD,gold,90,False,-9.1e-05,0.332943,454,z_below_crit,False,0.013418,0.58,365,ic_below_min,False,,0.52
train,DXY,oil,1,False,-2e-06,0.993826,451,z_below_crit,False,0.054546,0.885,451,ic_below_min,False,,0.17
train,DXY,oil,7,False,0.000167,0.455858,451,z_below_crit,False,0.040117,0.73,445,ic_below_min,False,,0.17
train,DXY,oil,14,False,3e-06,0.990711,451,z_below_crit,False,0.040753,0.775,438,ic_below_min,False,,0.21
train,DXY,oil,30,False,-2.9e-05,0.916542,451,z_below_crit,False,0.000679,0.46,422,ic_below_min,False,,0.28
train,DXY,oil,60,False,8.7e-05,0.224568,451,z_below_crit,False,0.024313,0.315,392,ic_below_min,False,,0.32
train,DXY,oil,90,False,3.8e-05,0.447809,451,z_below_crit,False,0.028397,0.295,362,ic_below_min,False,,0.52
train,DXY,rate,1,False,5.2e-05,0.640711,451,z_below_crit,True,0.100184,0.04,451,ok,False,,0.18
train,DXY,rate,7,False,2.4e-05,0.892232,451,z_below_crit,False,0.050703,0.805,445,ic_below_min,False,,0.18
train,DXY,rate,14,False,-3e-06,0.989681,451,z_below_crit,False,0.021583,0.665,438,ic_below_min,False,,0.19
train,DXY,rate,30,False,0.000145,0.610944,451,z_below_crit,False,0.035782,0.73,422,ic_below_min,False,,0.25
train,DXY,rate,60,False,9.5e-05,0.525911,451,z_below_crit,False,2e-06,0.49,392,ic_below_min,False,,0.35
train,DXY,rate,90,False,2.6e-05,0.818744,451,z_below_crit,False,0.000693,0.49,362,ic_below_min,False,,0.51
train,DXY,ruble,1,False,7.7e-05,0.753754,451,z_below_crit,False,0.028674,0.71,451,ic_below_min,False,,0.17
train,DXY,ruble,7,False,-8.5e-05,0.739078,451,z_below_crit,False,0.027876,0.235,445,ic_below_min,False,,0.16
train,DXY,ruble,14,False,-0.000187,0.476034,451,z_below_crit,False,0.01145,0.63,438,ic_below_min,False,,0.21
train,DXY,ruble,30,False,0.000119,0.712455,451,z_below_crit,False,0.033615,0.245,422,bootstrap_ci_includes_zero,False,,0.3
train,DXY,ruble,60,False,-8e-06,0.94844,451,z_below_crit,False,0.012007,0.64,392,ic_below_min,False,,0.3
train,DXY,ruble,90,False,-1.3e-05,0.869708,451,z_below_crit,False,0.008809,0.415,362,ic_below_min,False,,0.48
train,DXY,sanctions,1,False,0.00013,0.45881,451,z_below_crit,False,0.019197,0.68,451,ic_below_min,False,,0.16
train,DXY,sanctions,7,False,-7.8e-05,0.677561,451,z_below_crit,False,0.033442,0.235,445,bootstrap_ci_includes_zero,False,,0.21
train,DXY,sanctions,14,False,-0.000233,0.261129,451,z_below_crit,False,0.032392,0.715,438,ic_below_min,False,,0.17
train,DXY,sanctions,30,False,0.000213,0.416325,451,z_below_crit,False,0.029701,0.29,422,ic_below_min,False,,0.24
train,DXY,sanctions,60,False,9.9e-05,0.31263,451,z_below_crit,False,0.055266,0.11,392,bootstrap_ci_includes_zero,False,,0.33
train,DXY,sanctions,90,False,-1.7e-05,0.69295,451,z_below_crit,False,0.134313,0.985,362,ic_below_min,False,,0.51
train,DXY,inflation,1,False,9.1e-05,0.512773,451,z_below_crit,False,0.005152,0.525,451,ic_below_min,False,,0.17
train,DXY,inflation,7,False,-2.8e-05,0.885974,451,z_below_crit,False,0.001046,0.445,445,ic_below_min,False,,0.19
train,DXY,inflation,14,False,-0.000167,0.471222,451,z_below_crit,False,0.01392,0.61,438,ic_below_min,False,,0.19
train,DXY,inflation,30,False,0.000167,0.59501,451,z_below_crit,False,0.028328,0.29,422,ic_below_min,False,,0.25
train,DXY,inflation,60,False,0.000166,0.314032,451,z_below_crit,False,0.02348,0.345,392,ic_below_min,False,,0.32
train,DXY,inflation,90,False,7.8e-05,0.615738,451,z_below_crit,False,0.090367,0.955,362,ic_below_min,False,,0.46
train,DXY,banking,1,False,1.9e-05,0.90604,451,z_below_crit,False,0.029423,0.725,451,ic_below_min,False,,0.19
train,DXY,banking,7,False,9e-06,0.963658,451,z_below_crit,False,0.031162,0.675,445,ic_below_min,False,,0.16
train,DXY,banking,14,False,6.8e-05,0.753653,451,z_below_crit,False,0.045932,0.82,438,ic_below_min,False,,0.2
train,DXY,banking,30,False,7.1e-05,0.803035,451,z_below_crit,False,0.040069,0.215,422,bootstrap_ci_includes_zero,False,,0.23
train,DXY,banking,60,False,9.7e-05,0.402621,451,z_below_crit,False,0.044054,0.785,392,ic_below_min,False,,0.36
train,DXY,banking,90,False,3.6e-05,0.601291,451,z_below_crit,False,0.017961,0.585,362,ic_below_min,False,,0.46
train,DXY,gold,1,False,6e-06,0.975588,451,z_below_crit,False,0.02116,0.705,451,ic_below_min,False,,0.17
train,DXY,gold,7,False,0.000302,0.182688,451,z_below_crit,False,0.060135,0.115,445,bootstrap_ci_includes_zero,False,,0.22
train,DXY,gold,14,False,0.000117,0.644281,451,z_below_crit,False,0.073131,0.1,438,bootstrap_ci_includes_zero,False,,0.16
train,DXY,gold,30,False,-5.6e-05,0.840356,451,z_below_crit,False,0.060786,0.87,422,ic_below_min,False,,0.22
train,DXY,gold,60,False,6.6e-05,0.427091,451,z_below_crit,False,0.037292,0.73,392,ic_below_min,False,,0.35
train,DXY,gold,90,False,5.4e-05,0.269192,451,z_below_crit,False,0.027483,0.315,362,ic_below_min,False,,0.49
train,BRENT,oil,1,False,0.000125,0.897407,450,z_below_crit,False,0.025325,0.72,450,ic_below_min,False,,0.16
train,BRENT,oil,7,False,-2.6e-05,0.980693,450,z_below_crit,False,0.050438,0.795,444,ic_below_min,False,,0.18
train,BRENT,oil,14,False,-0.000199,0.869098,450,z_below_crit,False,0.056058,0.16,437,bootstrap_ci_includes_zero,False,,0.18
train,BRENT,oil,30,False,0.000242,0.855372,450,z_below_crit,False,0.073206,0.09,421,bootstrap_ci_includes_zero,False,,0.21
train,BRENT,oil,60,False,-0.000101,0.797924,450,z_below_crit,False,0.003508,0.41,391,ic_below_min,False,,0.35
train,BRENT,oil,90,False,0.000102,0.65656,450,z_below_crit,False,0.042564,0.23,361,bootstrap_ci_includes_zero,False,,0.44
train,BRENT,rate,1,False,0.000341,0.521167,450,z_below_crit,False,0.028048,0.225,450,ic_below_min,False,,0.21
train,BRENT,rate,7,False,-4.2e-05,0.961212,450,z_below_crit,False,0.073412,0.11,444,bootstrap_ci_includes_zero,False,,0.22
train,BRENT,rate,14,False,0.000108,0.918352,450,z_below_crit,False,0.072712,0.925,437,ic_below_min,False,,0.2
train,BRENT,rate,30,False,0.000695,0.610249,450,z_below_crit,False,0.001913,0.52,421,ic_below_min,False,,0.24
train,BRENT,rate,60,False,0.000566,0.441631,450,z_below_crit,False,0.018918,0.355,391,ic_below_min,False,,0.34
train,BRENT,rate,90,False,0.000457,0.39388,450,z_below_crit,False,0.061565,0.835,361,ic_below_min,False,,0.46
train,BRENT,ruble,1,False,0.001558,0.181764,450,z_below_crit,False,0.024964,0.645,450,ic_below_min,False,,0.17
train,BRENT,ruble,7,False,-0.001625,0.181132,450,z_below_crit,False,0.07216,0.885,444,ic_below_min,False,,0.2
train,BRENT,ruble,14,False,-0.000593,0.636846,450,z_below_crit,False,0.053585,0.825,437,ic_below_min,False,,0.2
train,BRENT,ruble,30,False,0.001017,0.497601,450,z_below_crit,False,0.047836,0.83,421,ic_below_min,False,,0.27
train,BRENT,ruble,60,False,-0.000374,0.600961,450,z_below_crit,False,0.03578,0.21,391,bootstrap_ci_includes_zero,False,,0.29
train,BRENT,ruble,90,False,0.000324,0.496888,450,z_below_crit,False,0.042886,0.205,361,bootstrap_ci_includes_zero,False,,0.44
train,BRENT,sanctions,1,False,-0.000118,0.888254,450,z_below_crit,False,0.038918,0.21,450,bootstrap_ci_includes_zero,False,,0.16
train,BRENT,sanctions,7,False,-0.00195,0.034367,450,z_below_crit,True,0.122236,0.005,444,ok,False,,0.19
train,BRENT,sanctions,14,False,0.000541,0.604681,450,z_below_crit,False,0.066886,0.89,437,ic_below_min,False,,0.19
train,BRENT,sanctions,30,False,0.000323,0.784428,450,z_below_crit,False,0.051715,0.805,421,ic_below_min,False,,0.22
train,BRENT,sanctions,60,False,-0.000345,0.445919,450,z_below_crit,False,0.008905,0.39,391,ic_below_min,False,,0.3
train,BRENT,sanctions,90,False,0.0002,0.327698,450,z_below_crit,False,0.054814,0.8,361,ic_below_min,False,,0.47
train,BRENT,inflation,1,False,0.000443,0.501405,450,z_below_crit,False,0.029645,0.265,450,ic_below_min,False,,0.17
train,BRENT,inflation,7,False,-0.000418,0.664684,450,z_below_crit,False,0.052189,0.125,444,bootstrap_ci_includes_zero,False,,0.18
train,BRENT,inflation,14,False,-0.000424,0.71049,450,z_below_crit,False,0.026032,0.67,437,ic_below_min,False,,0.18
train,BRENT,inflation,30,False,-0.0005,0.739268,450,z_below_crit,False,0.040665,0.265,421,bootstrap_ci_includes_zero,False,,0.23
train,BRENT,inflation,60,False,-0.00019,0.813989,450,z_below_crit,False,0.006999,0.515,391,ic_below_min,False,,0.32
train,BRENT,inflation,90,False,0.000716,0.368289,450,z_below_crit,False,0.018608,0.335,361,ic_below_min,False,,0.45
train,BRENT,banking,1,False,0.000155,0.842613,450,z_below_crit,False,0.014098,0.375,450,ic_below_min,False,,0.16
train,BRENT,banking,7,False,0.001256,0.198559,450,z_below_crit,False,0.020225,0.3,444,ic_below_min,False,,0.16
train,BRENT,banking,14,False,0.000364,0.73603,450,z_below_crit,False,0.018986,0.36,437,ic_below_min,False,,0.17
train,BRENT,banking,30,False,0.00121,0.384947,450,z_below_crit,False,0.03186,0.715,421,ic_below_min,False,,0.25
train,BRENT,banking,60,False,0.000122,0.803801,450,z_below_crit,False,0.012864,0.365,391,ic_below_min,False,,0.35
train,BRENT,banking,90,False,-9.6e-05,0.665404,450,z_below_crit,False,0.000871,0.475,361,ic_below_min,False,,0.44
train,BRENT,gold,1,False,0.000753,0.444825,450,z_below_crit,False,0.03549,0.72,450,ic_below_min,False,,0.22
train,BRENT,gold,7,False,-0.000435,0.692041,450,z_below_crit,False,0.029889,0.33,444,ic_below_min,False,,0.21
train,BRENT,gold,14,False,-0.001149,0.354339,450,z_below_crit,False,0.017701,0.4,437,ic_below_min,False,,0.17
train,BRENT,gold,30,False,0.000572,0.664599,450,z_below_crit,False,0.037462,0.255,421,bootstrap_ci_includes_zero,False,,0.25
train,BRENT,gold,60,False,0.000257,0.556381,450,z_below_crit,False,0.039674,0.76,391,ic_below_min,False,,0.33
train,BRENT,gold,90,False,0.000126,0.609181,450,z_below_crit,False,0.025016,0.325,361,ic_below_min,False,,0.43
train,MSCI_INDIA,oil,1,False,-6.3e-05,0.876168,449,z_below_crit,False,0.084739,0.945,449,ic_below_min,False,,0.19
train,MSCI_INDIA,oil,7,False,0.000191,0.65872,449,z_below_crit,False,0.03764,0.215,443,bootstrap_ci_includes_zero,False,,0.2
train,MSCI_INDIA,oil,14,False,5e-05,0.913772,449,z_below_crit,False,0.057574,0.895,436,ic_below_min,False,,0.18
train,MSCI_INDIA,oil,30,False,-0.000111,0.734811,449,z_below_crit,False,0.017291,0.38,420,ic_below_min,False,,0.24
train,MSCI_INDIA,oil,60,False,9.3e-05,0.509021,449,z_below_crit,False,0.019409,0.615,390,ic_below_min,False,,0.35
train,MSCI_INDIA,oil,90,False,3.1e-05,0.730796,449,z_below_crit,False,0.035903,0.275,360,bootstrap_ci_includes_zero,False,,0.46
train,MSCI_INDIA,rate,1,False,-4e-06,0.987343,449,z_below_crit,False,0.015886,0.61,449,ic_below_min,False,,0.18
train,MSCI_INDIA,rate,7,False,0.00024,0.48475,449,z_below_crit,False,0.031131,0.72,443,ic_below_min,False,,0.2
train,MSCI_INDIA,rate,14,False,-0.00014,0.73526,449,z_below_crit,False,0.005731,0.59,436,ic_below_min,False,,0.19
train,MSCI_INDIA,rate,30,False,0.000204,0.660313,449,z_below_crit,False,0.042964,0.76,420,ic_below_min,False,,0.24
train,MSCI_INDIA,rate,60,False,-3.2e-05,0.905062,449,z_below_crit,False,0.007893,0.59,390,ic_below_min,False,,0.3
train,MSCI_INDIA,rate,90,False,0.000139,0.541572,449,z_below_crit,False,0.007404,0.545,360,ic_below_min,False,,0.47
train,MSCI_INDIA,ruble,1,False,0.000143,0.769753,449,z_below_crit,False,0.01043,0.36,449,ic_below_min,False,,0.16
train,MSCI_INDIA,ruble,7,False,-0.000152,0.763397,449,z_below_crit,False,0.00155,0.515,443,ic_below_min,False,,0.18
train,MSCI_INDIA,ruble,14,False,0.000223,0.667666,449,z_below_crit,False,0.011516,0.595,436,ic_below_min,False,,0.19
train,MSCI_INDIA,ruble,30,False,-0.000171,0.673999,449,z_below_crit,False,0.045782,0.74,420,ic_below_min,False,,0.23
train,MSCI_INDIA,ruble,60,False,-3.4e-05,0.898915,449,z_below_crit,False,0.007132,0.545,390,ic_below_min,False,,0.31
train,MSCI_INDIA,ruble,90,False,-5.7e-05,0.766856,449,z_below_crit,False,0.004287,0.525,360,ic_below_min,False,,0.47
train,MSCI_INDIA,sanctions,1,False,-6.2e-05,0.858516,449,z_below_crit,False,0.120096,0.995,449,ic_below_min,False,,0.21
train,MSCI_INDIA,sanctions,7,False,0.000678,0.072448,449,z_below_crit,False,0.022589,0.64,443,ic_below_min,False,,0.22
train,MSCI_INDIA,sanctions,14,False,0.000872,0.038119,449,z_below_crit,False,0.076009,0.08,436,bootstrap_ci_includes_zero,False,,0.17
train,MSCI_INDIA,sanctions,30,False,-0.000248,0.508444,449,z_below_crit,False,0.019567,0.3,420,ic_below_min,False,,0.22
train,MSCI_INDIA,sanctions,60,False,0.000207,0.219621,449,z_below_crit,False,0.027637,0.62,390,ic_below_min,False,,0.36
train,MSCI_INDIA,sanctions,90,False,-3e-05,0.654138,449,z_below_crit,False,0.007212,0.42,360,ic_below_min,False,,0.44
train,MSCI_INDIA,inflation,1,False,-2.9e-05,0.917327,449,z_below_crit,False,0.135408,0.995,449,ic_below_min,False,,0.19
train,MSCI_INDIA,inflation,7,False,0.000171,0.651369,449,z_below_crit,False,0.028625,0.69,443,ic_below_min,False,,0.18
train,MSCI_INDIA,inflation,14,False,-9.9e-05,0.825468,449,z_below_crit,False,0.012359,0.395,436,ic_below_min,False,,0.22
train,MSCI_INDIA,inflation,30,False,0.000114,0.782196,449,z_below_crit,False,0.05364,0.855,420,ic_below_min,False,,0.25
train,MSCI_INDIA,inflation,60,False,1e-05,0.964514,449,z_below_crit,False,0.042408,0.75,390,ic_below_min,False,,0.35
train,MSCI_INDIA,inflation,90,False,4.4e-05,0.813362,449,z_below_crit,False,0.001826,0.535,360,ic_below_min,False,,0.51
train,MSCI_INDIA,banking,1,False,0.000217,0.512455,449,z_below_crit,True,0.08059,0.045,449,ok,False,,0.16
train,MSCI_INDIA,banking,7,False,0.000217,0.584799,449,z_below_crit,False,0.110009,0.985,443,ic_below_min,False,,0.21
train,MSCI_INDIA,banking,14,False,7.2e-05,0.868212,449,z_below_crit,False,0.02202,0.625,436,ic_below_min,False,,0.22
train,MSCI_INDIA,banking,30,False,0.000195,0.587618,449,z_below_crit,False,0.05195,0.8,420,ic_below_min,False,,0.24
train,MSCI_INDIA,banking,60,False,1e-05,0.947532,449,z_below_crit,False,0.02305,0.385,390,ic_below_min,False,,0.33
train,MSCI_INDIA,banking,90,False,3e-05,0.679788,449,z_below_crit,True,0.108545,0.02,360,ok,False,,0.44
train,MSCI_INDIA,gold,1,False,-4e-05,0.92231,449,z_below_crit,False,0.031565,0.73,449,ic_below_min,False,,0.19
train,MSCI_INDIA,gold,7,False,-0.000104,0.814321,449,z_below_crit,False,0.018016,0.41,443,ic_below_min,False,,0.22
train,MSCI_INDIA,gold,14,False,0.000175,0.723224,449,z_below_crit,False,0.009758,0.58,436,ic_below_min,False,,0.16
train,MSCI_INDIA,gold,30,False,7.3e-05,0.841086,449,z_below_crit,False,0.084926,0.94,420,ic_below_min,False,,0.22
train,MSCI_INDIA,gold,60,False,-1.1e-05,0.941518,449,z_below_crit,False,0.003613,0.51,390,ic_below_min,False,,0.36
train,MSCI_INDIA,gold,90,False,-2.3e-05,0.752747,449,z_below_crit,False,0.152073,1.0,360,ic_below_min,False,,0.49
train,CHINA_H_SHARES,oil,1,False,-0.000665,0.425231,430,z_below_crit,False,0.034283,0.745,430,ic_below_min,False,,0.21
train,CHINA_H_SHARES,oil,7,False,-0.001009,0.283623,430,z_below_crit,False,0.06206,0.125,424,bootstrap_ci_includes_zero,False,,0.19
train,CHINA_H_SHARES,oil,14,False,-0.000327,0.744738,430,z_below_crit,False,0.05456,0.845,417,ic_below_min,False,,0.17
train,CHINA_H_SHARES,oil,30,False,0.000301,0.681675,430,z_below_crit,False,0.025268,0.275,401,ic_below_min,False,,0.23
train,CHINA_H_SHARES,oil,60,False,0.000188,0.598709,430,z_below_crit,False,0.039532,0.78,371,ic_below_min,False,,0.3
train,CHINA_H_SHARES,oil,90,False,9.3e-05,0.639966,430,z_below_crit,False,0.080787,0.91,341,ic_below_min,False,,0.44
train,CHINA_H_SHARES,rate,1,False,0.000365,0.417117,430,z_below_crit,False,0.059182,0.155,430,bootstrap_ci_includes_zero,False,,0.22
train,CHINA_H_SHARES,rate,7,False,0.00012,0.873766,430,z_below_crit,False,0.041588,0.815,424,ic_below_min,False,,0.18
train,CHINA_H_SHARES,rate,14,False,-0.001017,0.258428,430,z_below_crit,False,0.041496,0.195,417,bootstrap_ci_includes_zero,False,,0.18
train,CHINA_H_SHARES,rate,30,False,0.000218,0.822181,430,z_below_crit,False,0.015496,0.335,401,ic_below_min,False,,0.21
train,CHINA_H_SHARES,rate,60,False,-0.000215,0.790694,430,z_below_crit,False,0.061343,0.865,371,ic_below_min,False,,0.36
train,CHINA_H_SHARES,rate,90,False,0.000365,0.607011,430,z_below_crit,False,0.081471,0.91,341,ic_below_min,False,,0.46
train,CHINA_H_SHARES,ruble,1,False,0.000207,0.837612,430,z_below_crit,False,0.062748,0.855,430,ic_below_min,False,,0.14
train,CHINA_H_SHARES,ruble,7,False,-0.00104,0.323767,430,z_below_crit,False,0.029841,0.285,424,ic_below_min,False,,0.19
train,CHINA_H_SHARES,ruble,14,False,-0.000352,0.748691,430,z_below_crit,False,0.008473,0.455,417,ic_below_min,False,,0.3
train,CHINA_H_SHARES,ruble,30,False,-0.000452,0.575147,430,z_below_crit,False,0.061177,0.875,401,ic_below_min,False,,0.27
train,CHINA_H_SHARES,ruble,60,False,5.8e-05,0.91454,430,z_below_crit,False,0.030748,0.325,371,bootstrap_ci_includes_zero,False,,0.32
train,CHINA_H_SHARES,ruble,90,False,-0.000118,0.771921,430,z_below_crit,False,0.161104,0.99,341,ic_below_min,False,,0.43
train,CHINA_H_SHARES,sanctions,1,False,-0.001123,0.126908,430,z_below_crit,False,0.044409,0.21,430,bootstrap_ci_includes_zero,False,,0.21
train,CHINA_H_SHARES,sanctions,7,False,-0.000307,0.704134,430,z_below_crit,False,0.005217,0.515,424,ic_below_min,False,,0.38
train,CHINA_H_SHARES,sanctions,14,False,0.001741,0.056952,430,z_below_crit,False,0.042686,0.76,417,ic_below_min,False,,0.29
train,CHINA_H_SHARES,sanctions,30,False,-0.000287,0.713247,430,z_below_crit,False,0.042222,0.78,401,ic_below_min,False,,0.26
train,CHINA_H_SHARES,sanctions,60,False,6e-05,0.846531,430,z_below_crit,False,0.048255,0.775,371,ic_below_min,False,,0.42
train,CHINA_H_SHARES,sanctions,90,False,-6.7e-05,0.633859,430,z_below_crit,False,0.035376,0.735,341,ic_below_min,False,,0.53
train,CHINA_H_SHARES,inflation,1,False,0.000375,0.501387,430,z_below_crit,False,0.063028,0.925,430,ic_below_min,False,,0.18
train,CHINA_H_SHARES,inflation,7,False,-0.00045,0.584184,430,z_below_crit,False,0.032594,0.72,424,ic_below_min,False,,0.25
train,CHINA_H_SHARES,inflation,14,False,-0.000622,0.510536,430,z_below_crit,False,0.025092,0.375,417,ic_below_min,False,,0.25
train,CHINA_H_SHARES,inflation,30,False,0.000334,0.702525,430,z_below_crit,False,0.029596,0.295,401,ic_below_min,False,,0.29
train,CHINA_H_SHARES,inflation,60,False,-0.000514,0.481377,430,z_below_crit,False,0.004397,0.525,371,ic_below_min,False,,0.4
train,CHINA_H_SHARES,inflation,90,False,0.000556,0.556602,430,z_below_crit,False,0.021608,0.3,341,ic_below_min,False,,0.49
train,CHINA_H_SHARES,banking,1,False,0.000351,0.605677,430,z_below_crit,False,0.019986,0.305,430,ic_below_min,False,,0.18
train,CHINA_H_SHARES,banking,7,False,0.000358,0.679664,430,z_below_crit,False,0.02743,0.325,424,ic_below_min,False,,0.18
train,CHINA_H_SHARES,banking,14,False,-0.001281,0.163103,430,z_below_crit,False,0.042529,0.225,417,bootstrap_ci_includes_zero,False,,0.2
train,CHINA_H_SHARES,banking,30,False,0.000603,0.428064,430,z_below_crit,False,0.033365,0.725,401,ic_below_min,False,,0.24
train,CHINA_H_SHARES,banking,60,False,4.1e-05,0.895527,430,z_below_crit,False,0.083793,0.88,371,ic_below_min,False,,0.36
train,CHINA_H_SHARES,banking,90,False,6.7e-05,0.612296,430,z_below_crit,False,0.046348,0.83,341,ic_below_min,False,,0.47
train,CHINA_H_SHARES,gold,1,False,0.000308,0.71824,430,z_below_crit,False,0.066865,0.105,430,bootstrap_ci_includes_zero,False,,0.19
train,CHINA_H_SHARES,gold,7,False,-0.00142,0.134015,430,z_below_crit,False,0.005196,0.47,424,ic_below_min,False,,0.17
train,CHINA_H_SHARES,gold,14,False,-6e-06,0.995626,430,z_below_crit,False,0.052461,0.165,417,bootstrap_ci_includes_zero,False,,0.21
train,CHINA_H_SHARES,gold,30,False,0.000603,0.441763,430,z_below_crit,False,0.023279,0.675,401,ic_below_min,False,,0.22
train,CHINA_H_SHARES,gold,60,False,-0.000148,0.686249,430,z_below_crit,False,0.034553,0.255,371,bootstrap_ci_includes_zero,False,,0.29
train,CHINA_H_SHARES,gold,90,False,6.9e-05,0.702463,430,z_below_crit,False,0.054499,0.825,341,ic_below_min,False,,0.84
train,FTSE_CHINA_50,oil,1,False,-0.000658,0.458398,430,z_below_crit,False,0.052934,0.865,430,ic_below_min,False,,0.23
train,FTSE_CHINA_50,oil,7,False,-0.001159,0.243988,430,z_below_crit,False,0.069519,0.105,424,bootstrap_ci_includes_zero,False,,0.19
train,FTSE_CHINA_50,oil,14,False,-0.000392,0.712409,430,z_below_crit,False,0.047338,0.81,417,ic_below_min,False,,0.28
train,FTSE_CHINA_50,oil,30,False,0.000191,0.804296,430,z_below_crit,False,0.002263,0.505,401,ic_below_min,False,,0.33
train,FTSE_CHINA_50,oil,60,False,0.000271,0.472209,430,z_below_crit,False,0.032426,0.73,371,ic_below_min,False,,0.42
train,FTSE_CHINA_50,oil,90,False,8.5e-05,0.693608,430,z_below_crit,False,0.070698,0.87,341,ic_below_min,False,,0.64
train,FTSE_CHINA_50,rate,1,False,0.000314,0.514813,430,z_below_crit,False,0.064895,0.125,430,bootstrap_ci_includes_zero,False,,0.25
train,FTSE_CHINA_50,rate,7,False,9e-06,0.991297,430,z_below_crit,False,0.036325,0.785,424,ic_below_min,False,,0.28
train,FTSE_CHINA_50,rate,14,False,-0.001045,0.268693,430,z_below_crit,False,0.047853,0.175,417,bootstrap_ci_includes_zero,False,,0.27
train,FTSE_CHINA_50,rate,30,False,0.000177,0.860521,430,z_below_crit,False,0.016898,0.34,401,ic_below_min,False,,0.25
train,FTSE_CHINA_50,rate,60,False,-0.000311,0.704774,430,z_below_crit,False,0.069068,0.9,371,ic_below_min,False,,0.37
train,FTSE_CHINA_50,rate,90,False,0.000397,0.578728,430,z_below_crit,False,0.062115,0.855,341,ic_below_min,False,,0.47
train,FTSE_CHINA_50,ruble,1,False,1.3e-05,0.990094,430,z_below_crit,False,0.0409,0.765,430,ic_below_min,False,,0.18
train,FTSE_CHINA_50,ruble,7,False,-0.001293,0.249233,430,z_below_crit,False,0.012791,0.35,424,ic_below_min,False,,0.16
train,FTSE_CHINA_50,ruble,14,False,-0.000423,0.717436,430,z_below_crit,False,0.000925,0.515,417,ic_below_min,False,,0.18
train,FTSE_CHINA_50,ruble,30,False,-0.000756,0.387984,430,z_below_crit,False,0.081699,0.89,401,ic_below_min,False,,0.24
train,FTSE_CHINA_50,ruble,60,False,3.1e-05,0.957893,430,z_below_crit,False,0.043517,0.25,371,bootstrap_ci_includes_zero,False,,0.36
train,FTSE_CHINA_50,ruble,90,False,-2.3e-05,0.955207,430,z_below_crit,False,0.172625,1.0,341,ic_below_min,False,,0.47
train,FTSE_CHINA_50,sanctions,1,False,-0.001036,0.186166,430,z_below_crit,False,0.015266,0.4,430,ic_below_min,False,,0.18
train,FTSE_CHINA_50,sanctions,7,False,-0.000207,0.808393,430,z_below_crit,False,0.009486,0.385,424,ic_below_min,False,,0.22
train,FTSE_CHINA_50,sanctions,14,False,0.001653,0.089672,430,z_below_crit,False,0.044486,0.775,417,ic_below_min,False,,0.17
train,FTSE_CHINA_50,sanctions,30,False,-0.000686,0.418706,430,z_below_crit,False,0.044015,0.785,401,ic_below_min,False,,0.24
train,FTSE_CHINA_50,sanctions,60,False,0.000211,0.556724,430,z_below_crit,False,0.043256,0.75,371,ic_below_min,False,,0.33
train,FTSE_CHINA_50,sanctions,90,False,-7.8e-05,0.642391,430,z_below_crit,False,0.021027,0.65,341,ic_below_min,False,,0.43
train,FTSE_CHINA_50,inflation,1,False,0.000272,0.646966,430,z_below_crit,False,0.042842,0.78,430,ic_below_min,False,,0.2
train,FTSE_CHINA_50,inflation,7,False,-0.000742,0.390501,430,z_below_crit,False,0.033966,0.71,424,ic_below_min,False,,0.19
train,FTSE_CHINA_50,inflation,14,False,-0.000626,0.532748,430,z_below_crit,False,0.003767,0.495,417,ic_below_min,False,,0.19
train,FTSE_CHINA_50,inflation,30,False,0.000351,0.698582,430,z_below_crit,False,0.049633,0.15,401,bootstrap_ci_includes_zero,False,,0.28
train,FTSE_CHINA_50,inflation,60,False,-0.000311,0.660953,430,z_below_crit,False,0.011309,0.46,371,ic_below_min,False,,0.45
