split,instrument,topic,lag,m5_confirmed,m5_score,m5_pvalue,m5_n,m5_reason,m6_confirmed,m6_score,m6_pvalue,m6_n,m6_reason,confirmed,error,elapsed_s
train,FTSE_CHINA_50,inflation,90,False,0.00045,0.588768,430,z_below_crit,False,0.00547,0.48,341,ic_below_min,False,,0.54
train,FTSE_CHINA_50,banking,1,False,0.000337,0.643041,430,z_below_crit,False,0.036256,0.215,430,bootstrap_ci_includes_zero,False,,0.19
train,FTSE_CHINA_50,banking,7,False,0.000174,0.84937,430,z_below_crit,False,0.019095,0.39,424,ic_below_min,False,,0.22
train,FTSE_CHINA_50,banking,14,False,-0.001521,0.117928,430,z_below_crit,False,0.035956,0.285,417,bootstrap_ci_includes_zero,False,,0.18
train,FTSE_CHINA_50,banking,30,False,0.000752,0.368584,430,z_below_crit,False,0.019404,0.64,401,ic_below_min,False,,0.26
train,FTSE_CHINA_50,banking,60,False,0.000149,0.669785,430,z_below_crit,False,0.073573,0.855,371,ic_below_min,False,,0.29
train,FTSE_CHINA_50,banking,90,False,5.5e-05,0.71228,430,z_below_crit,False,0.041757,0.8,341,ic_below_min,False,,0.47
train,FTSE_CHINA_50,gold,1,False,0.000394,0.665003,430,z_below_crit,False,0.03357,0.265,430,bootstrap_ci_includes_zero,False,,0.19
train,FTSE_CHINA_50,gold,7,False,-0.001365,0.174092,430,z_below_crit,False,0.043179,0.185,424,bootstrap_ci_includes_zero,False,,0.22
train,FTSE_CHINA_50,gold,14,False,3e-05,0.978703,430,z_below_crit,False,0.041186,0.215,417,bootstrap_ci_includes_zero,False,,0.19
train,FTSE_CHINA_50,gold,30,False,0.000729,0.398388,430,z_below_crit,False,0.055001,0.875,401,ic_below_min,False,,0.22
train,FTSE_CHINA_50,gold,60,False,-0.000155,0.704871,430,z_below_crit,False,0.021186,0.365,371,ic_below_min,False,,0.3
train,FTSE_CHINA_50,gold,90,False,0.000121,0.558209,430,z_below_crit,False,0.046482,0.785,341,ic_below_min,False,,0.48
train,GOLD,oil,1,False,-2.7e-05,0.953168,355,z_below_crit,False,0.032584,0.74,355,ic_below_min,False,,0.16
train,GOLD,oil,7,False,-0.000462,0.363811,355,z_below_crit,False,0.006256,0.525,349,ic_below_min,False,,0.22
train,GOLD,oil,14,False,-0.000184,0.73957,355,z_below_crit,False,0.02122,0.645,342,ic_below_min,False,,0.19
train,GOLD,oil,30,False,-0.00026,0.36876,355,z_below_crit,False,0.093218,0.08,326,bootstrap_ci_includes_zero,False,,0.22
train,GOLD,oil,60,False,-0.000106,0.37734,355,z_below_crit,False,0.040607,0.265,296,bootstrap_ci_includes_zero,False,,0.32
train,GOLD,oil,90,False,-0.000104,0.35817,355,z_below_crit,False,0.027603,0.74,266,ic_below_min,False,,0.37
train,GOLD,rate,1,False,-0.000227,0.314131,355,z_below_crit,False,0.015945,0.605,355,ic_below_min,False,,0.17
train,GOLD,rate,7,False,-0.000195,0.588924,355,z_below_crit,False,0.028513,0.71,349,ic_below_min,False,,0.16
train,GOLD,rate,14,False,-0.000375,0.440461,355,z_below_crit,False,0.008679,0.395,342,ic_below_min,False,,0.24
train,GOLD,rate,30,False,-0.000441,0.347178,355,z_below_crit,False,0.022227,0.28,326,ic_below_min,False,,0.19
train,GOLD,rate,60,False,-0.00019,0.40206,355,z_below_crit,False,0.016333,0.35,296,ic_below_min,False,,0.3
train,GOLD,rate,90,False,-0.000165,0.438499,355,z_below_crit,False,0.020834,0.36,266,ic_below_min,False,,0.4
train,GOLD,ruble,1,False,0.000192,0.715266,355,z_below_crit,False,0.079781,0.89,355,ic_below_min,False,,0.19
train,GOLD,ruble,7,False,-0.000252,0.645555,355,z_below_crit,False,0.12627,1.0,349,ic_below_min,False,,0.16
train,GOLD,ruble,14,False,-0.00039,0.485954,355,z_below_crit,False,0.061238,0.87,342,ic_below_min,False,,0.16
train,GOLD,ruble,30,False,9.7e-05,0.734645,355,z_below_crit,False,0.060255,0.815,326,ic_below_min,False,,0.18
train,GOLD,ruble,60,False,-9e-06,0.894016,355,z_below_crit,False,0.037895,0.68,296,ic_below_min,False,,0.29
train,GOLD,ruble,90,False,1e-06,0.944069,355,z_below_crit,False,0.108378,0.945,266,ic_below_min,False,,0.35
train,GOLD,sanctions,1,False,1.2e-05,0.974356,355,z_below_crit,False,0.056229,0.83,355,ic_below_min,False,,0.2
train,GOLD,sanctions,7,False,-0.000238,0.57846,355,z_below_crit,False,0.042431,0.79,349,ic_below_min,False,,0.14
train,GOLD,sanctions,14,False,0.000435,0.362071,355,z_below_crit,False,0.01925,0.56,342,ic_below_min,False,,0.21
train,GOLD,sanctions,30,False,-0.000628,0.044846,355,z_below_crit,False,0.060316,0.1,326,bootstrap_ci_includes_zero,False,,0.2
train,GOLD,sanctions,60,False,8e-05,0.525917,355,z_below_crit,False,0.05048,0.18,296,bootstrap_ci_includes_zero,False,,0.28
train,GOLD,sanctions,90,False,1.3e-05,0.785685,355,z_below_crit,False,0.047246,0.73,266,ic_below_min,False,,0.35
train,GOLD,inflation,1,False,-0.000535,0.07257,355,z_below_crit,False,0.047939,0.76,355,ic_below_min,False,,0.19
train,GOLD,inflation,7,False,-0.000363,0.40402,355,z_below_crit,False,0.004937,0.505,349,ic_below_min,False,,0.17
train,GOLD,inflation,14,False,-0.000376,0.482762,355,z_below_crit,False,0.012885,0.37,342,ic_below_min,False,,0.17
train,GOLD,inflation,30,False,-0.000351,0.384617,355,z_below_crit,False,0.075029,0.105,326,bootstrap_ci_includes_zero,False,,0.21
train,GOLD,inflation,60,False,-0.000377,0.153912,355,z_below_crit,False,0.01342,0.485,296,ic_below_min,False,,0.27
train,GOLD,inflation,90,False,-0.000338,0.325065,355,z_below_crit,False,0.02036,0.62,266,ic_below_min,False,,0.38
train,GOLD,banking,1,False,-0.000456,0.210952,355,z_below_crit,False,0.044324,0.75,355,ic_below_min,False,,0.17
train,GOLD,banking,7,False,0.000231,0.610188,355,z_below_crit,False,0.077365,0.925,349,ic_below_min,False,,0.17
train,GOLD,banking,14,False,-0.000339,0.479435,355,z_below_crit,False,0.034278,0.305,342,bootstrap_ci_includes_zero,False,,0.24
train,GOLD,banking,30,False,0.000561,0.224899,355,z_below_crit,False,0.014367,0.46,326,ic_below_min,False,,0.21
train,GOLD,banking,60,False,2.3e-05,0.899215,355,z_below_crit,False,0.073715,0.88,296,ic_below_min,False,,0.28
train,GOLD,banking,90,False,-8.9e-05,0.519263,355,z_below_crit,False,0.146915,0.99,266,ic_below_min,False,,0.38
train,GOLD,gold,1,False,-0.000143,0.763781,355,z_below_crit,False,0.000247,0.49,355,ic_below_min,False,,0.17
train,GOLD,gold,7,False,-0.000177,0.728572,355,z_below_crit,False,0.090188,0.935,349,ic_below_min,False,,0.21
train,GOLD,gold,14,False,-0.000677,0.240347,355,z_below_crit,False,0.08452,0.105,342,bootstrap_ci_includes_zero,False,,0.21
train,GOLD,gold,30,False,-8.6e-05,0.767415,355,z_below_crit,False,0.030987,0.725,326,ic_below_min,False,,0.19
train,GOLD,gold,60,False,-0.000109,0.297929,355,z_below_crit,False,0.039859,0.69,296,ic_below_min,False,,0.27
train,GOLD,gold,90,False,-7.6e-05,0.382816,355,z_below_crit,False,0.088977,0.945,266,ic_below_min,False,,0.33
train,SILVER,oil,1,False,0.000547,0.55831,353,z_below_crit,False,0.063676,0.885,353,ic_below_min,False,,0.19
train,SILVER,oil,7,False,-0.000368,0.71339,353,z_below_crit,False,0.042799,0.235,347,bootstrap_ci_includes_zero,False,,0.16
train,SILVER,oil,14,False,-0.001035,0.35721,353,z_below_crit,False,0.026188,0.315,340,ic_below_min,False,,0.17
train,SILVER,oil,30,False,-5.4e-05,0.934833,353,z_below_crit,False,0.044032,0.235,324,bootstrap_ci_includes_zero,False,,0.2
train,SILVER,oil,60,False,-0.00015,0.504278,353,z_below_crit,False,0.089989,0.07,294,bootstrap_ci_includes_zero,False,,0.28
train,SILVER,oil,90,False,-9.9e-05,0.59003,353,z_below_crit,False,0.012869,0.46,264,ic_below_min,False,,0.35
train,SILVER,rate,1,False,-9.4e-05,0.865139,353,z_below_crit,False,0.006576,0.4,353,ic_below_min,False,,0.19
train,SILVER,rate,7,False,-0.000517,0.517163,353,z_below_crit,False,0.074358,0.935,347,ic_below_min,False,,0.22
train,SILVER,rate,14,False,0.000614,0.541689,353,z_below_crit,False,0.039189,0.72,340,ic_below_min,False,,0.2
train,SILVER,rate,30,False,-0.001299,0.20666,353,z_below_crit,False,0.043008,0.255,324,bootstrap_ci_includes_zero,False,,0.19
train,SILVER,rate,60,False,-0.00039,0.555351,353,z_below_crit,False,0.065645,0.115,294,bootstrap_ci_includes_zero,False,,0.28
train,SILVER,rate,90,False,-0.000492,0.455482,353,z_below_crit,False,0.089371,0.09,264,bootstrap_ci_includes_zero,False,,0.37
train,SILVER,ruble,1,False,0.001066,0.322225,353,z_below_crit,False,0.015582,0.6,353,ic_below_min,False,,0.18
train,SILVER,ruble,7,False,0.00045,0.687992,353,z_below_crit,False,0.00522,0.55,347,ic_below_min,False,,0.16
train,SILVER,ruble,14,False,-0.000354,0.754126,353,z_below_crit,False,0.050427,0.145,340,bootstrap_ci_includes_zero,False,,0.19
train,SILVER,ruble,30,False,0.000346,0.501546,353,z_below_crit,False,0.091302,0.06,324,bootstrap_ci_includes_zero,False,,0.22
train,SILVER,ruble,60,False,-5.2e-05,0.69017,353,z_below_crit,False,0.058211,0.77,294,ic_below_min,False,,0.3
train,SILVER,ruble,90,False,2e-06,0.942404,353,z_below_crit,False,0.033659,0.315,264,bootstrap_ci_includes_zero,False,,0.42
train,SILVER,sanctions,1,False,0.000893,0.240177,353,z_below_crit,False,0.02206,0.4,353,ic_below_min,False,,0.17
train,SILVER,sanctions,7,False,-0.000243,0.773394,353,z_below_crit,False,0.043753,0.745,347,ic_below_min,False,,0.16
train,SILVER,sanctions,14,False,0.001018,0.251999,353,z_below_crit,False,0.036186,0.7,340,ic_below_min,False,,0.21
train,SILVER,sanctions,30,False,-0.000708,0.28978,353,z_below_crit,False,0.098664,0.94,324,ic_below_min,False,,0.2
train,SILVER,sanctions,60,False,0.000135,0.523041,353,z_below_crit,False,0.072808,0.12,294,bootstrap_ci_includes_zero,False,,0.28
train,SILVER,sanctions,90,False,3.2e-05,0.668251,353,z_below_crit,False,0.083149,0.915,264,ic_below_min,False,,0.33
train,SILVER,inflation,1,False,-0.000529,0.456345,353,z_below_crit,False,0.102295,0.965,353,ic_below_min,False,,0.15
train,SILVER,inflation,7,False,-3.6e-05,0.968306,353,z_below_crit,False,0.029157,0.33,347,ic_below_min,False,,0.21
train,SILVER,inflation,14,False,0.000622,0.555965,353,z_below_crit,False,0.037762,0.32,340,bootstrap_ci_includes_zero,False,,0.21
train,SILVER,inflation,30,False,-0.000731,0.452277,353,z_below_crit,False,0.02518,0.655,324,ic_below_min,False,,0.25
train,SILVER,inflation,60,False,-0.000534,0.439004,353,z_below_crit,False,0.141439,0.99,294,ic_below_min,False,,0.24
train,SILVER,inflation,90,False,-0.000428,0.5142,353,z_below_crit,False,0.000282,0.53,264,ic_below_min,False,,0.33
train,SILVER,banking,1,False,0.000139,0.859666,353,z_below_crit,False,0.106865,0.975,353,ic_below_min,False,,0.17
train,SILVER,banking,7,False,0.000232,0.79582,353,z_below_crit,True,0.10342,0.035,347,ok,False,,0.19
train,SILVER,banking,14,False,-0.000376,0.703337,353,z_below_crit,False,0.043328,0.835,340,ic_below_min,False,,0.17
train,SILVER,banking,30,False,-0.000535,0.496066,353,z_below_crit,False,0.056497,0.18,324,bootstrap_ci_includes_zero,False,,0.19
train,SILVER,banking,60,False,-0.00058,0.254642,353,z_below_crit,False,0.011395,0.395,294,ic_below_min,False,,0.32
train,SILVER,banking,90,False,-0.000314,0.402637,353,z_below_crit,False,0.000349,0.465,264,ic_below_min,False,,0.35
train,SILVER,gold,1,False,0.000658,0.501519,353,z_below_crit,False,0.070856,0.875,353,ic_below_min,False,,0.17
train,SILVER,gold,7,False,-0.000301,0.768499,353,z_below_crit,False,0.023343,0.695,347,ic_below_min,False,,0.21
train,SILVER,gold,14,False,8.8e-05,0.939729,353,z_below_crit,False,0.036239,0.695,340,ic_below_min,False,,0.18
train,SILVER,gold,30,False,-0.000358,0.567036,353,z_below_crit,False,0.00492,0.445,324,ic_below_min,False,,0.23
train,SILVER,gold,60,False,-0.000226,0.339481,353,z_below_crit,False,0.042845,0.22,294,bootstrap_ci_includes_zero,False,,0.29
train,SILVER,gold,90,False,-0.000181,0.328105,353,z_below_crit,False,0.004985,0.495,264,ic_below_min,False,,0.36
train,IMOEX,oil,1,False,0.001423,0.199411,423,z_below_crit,False,0.005669,0.535,423,ic_below_min,False,,0.16
train,IMOEX,oil,7,False,0.001142,0.365599,423,z_below_crit,True,0.098238,0.05,417,ok,False,,0.24
train,IMOEX,oil,14,False,0.000697,0.607596,423,z_below_crit,False,0.047283,0.185,410,bootstrap_ci_includes_zero,False,,0.21
train,IMOEX,oil,30,False,-0.000412,0.627348,423,z_below_crit,False,0.028581,0.305,394,ic_below_min,False,,0.21
train,IMOEX,oil,60,False,-1.9e-05,0.965092,423,z_below_crit,False,0.01779,0.375,364,ic_below_min,False,,0.34
train,IMOEX,oil,90,False,0.000182,0.506813,423,z_below_crit,False,0.052798,0.17,334,bootstrap_ci_includes_zero,False,,0.43
train,IMOEX,rate,1,False,0.000845,0.195409,423,z_below_crit,False,0.064383,0.085,423,bootstrap_ci_includes_zero,False,,0.16
train,IMOEX,rate,7,False,-0.000987,0.354263,423,z_below_crit,False,0.024022,0.285,417,ic_below_min,False,,0.17
train,IMOEX,rate,14,False,-0.001447,0.249976,423,z_below_crit,False,0.053915,0.11,410,bootstrap_ci_includes_zero,False,,0.2
train,IMOEX,rate,30,False,-0.000361,0.706738,423,z_below_crit,False,0.114224,0.98,394,ic_below_min,False,,0.22
train,IMOEX,rate,60,False,-4.2e-05,0.946769,423,z_below_crit,False,0.007242,0.56,364,ic_below_min,False,,0.33
train,IMOEX,rate,90,False,0.000235,0.626642,423,z_below_crit,False,0.046887,0.8,334,ic_below_min,False,,0.45
train,IMOEX,ruble,1,False,0.000561,0.679831,423,z_below_crit,False,0.063838,0.135,423,bootstrap_ci_includes_zero,False,,0.19
train,IMOEX,ruble,7,False,0.001337,0.341631,423,z_below_crit,False,0.042569,0.225,417,bootstrap_ci_includes_zero,False,,0.19
train,IMOEX,ruble,14,False,0.000874,0.548076,423,z_below_crit,False,0.010021,0.41,410,ic_below_min,False,,0.17
train,IMOEX,ruble,30,False,-0.000132,0.890509,423,z_below_crit,False,0.069717,0.12,394,bootstrap_ci_includes_zero,False,,0.21
train,IMOEX,ruble,60,False,-0.001822,0.021,423,z_below_crit,False,0.008771,0.465,364,ic_below_min,False,,0.33
train,IMOEX,ruble,90,False,0.000398,0.525562,423,z_below_crit,False,0.047745,0.235,334,bootstrap_ci_includes_zero,False,,0.42
train,IMOEX,sanctions,1,False,0.001755,0.142778,423,z_below_crit,False,0.013861,0.45,423,ic_below_min,False,,0.18
train,IMOEX,sanctions,7,False,0.001159,0.363401,423,z_below_crit,False,0.000292,0.51,417,ic_below_min,False,,0.19
train,IMOEX,sanctions,14,False,8.8e-05,0.947172,423,z_below_crit,False,0.055909,0.16,410,bootstrap_ci_includes_zero,False,,0.17
train,IMOEX,sanctions,30,False,-0.000679,0.456045,423,z_below_crit,False,0.013079,0.595,394,ic_below_min,False,,0.22
train,IMOEX,sanctions,60,False,-0.00029,0.561575,423,z_below_crit,False,0.047368,0.195,364,bootstrap_ci_includes_zero,False,,0.33
train,IMOEX,sanctions,90,False,9e-05,0.736972,423,z_below_crit,False,0.01223,0.59,334,ic_below_min,False,,0.49
train,IMOEX,inflation,1,False,0.001096,0.167921,423,z_below_crit,False,0.046667,0.195,423,bootstrap_ci_includes_zero,False,,0.16
train,IMOEX,inflation,7,False,-0.000614,0.587703,423,z_below_crit,False,0.063356,0.125,417,bootstrap_ci_includes_zero,False,,0.19
train,IMOEX,inflation,14,False,-0.00029,0.82253,423,z_below_crit,False,0.02887,0.26,410,ic_below_min,False,,0.21
train,IMOEX,inflation,30,False,0.000533,0.580321,423,z_below_crit,True,0.100805,0.05,394,ok,False,,0.22
train,IMOEX,inflation,60,False,-0.000261,0.659339,423,z_below_crit,False,0.082422,0.89,364,ic_below_min,False,,0.3
train,IMOEX,inflation,90,False,0.000288,0.472518,423,z_below_crit,False,0.051524,0.15,334,bootstrap_ci_includes_zero,False,,0.41
train,IMOEX,banking,1,False,0.001112,0.225265,423,z_below_crit,True,0.112895,0.005,423,ok,False,,0.17
train,IMOEX,banking,7,False,0.001173,0.323396,423,z_below_crit,False,0.022473,0.385,417,ic_below_min,False,,0.17
train,IMOEX,banking,14,False,-0.001542,0.231046,423,z_below_crit,False,0.000784,0.505,410,ic_below_min,False,,0.17
train,IMOEX,banking,30,False,0.000456,0.624705,423,z_below_crit,False,0.071883,0.9,394,ic_below_min,False,,0.21
train,IMOEX,banking,60,False,-0.000477,0.30882,423,z_below_crit,False,0.072375,0.845,364,ic_below_min,False,,0.32
train,IMOEX,banking,90,False,-5.7e-05,0.782335,423,z_below_crit,False,0.018265,0.615,334,ic_below_min,False,,0.48
train,IMOEX,gold,1,False,0.001503,0.188102,423,z_below_crit,False,0.033012,0.31,423,bootstrap_ci_includes_zero,False,,0.16
train,IMOEX,gold,7,False,-0.00025,0.844076,423,z_below_crit,False,0.045686,0.215,417,bootstrap_ci_includes_zero,False,,0.21
train,IMOEX,gold,14,False,-0.000154,0.91275,423,z_below_crit,False,0.027812,0.32,410,ic_below_min,False,,0.17
train,IMOEX,gold,30,False,-0.000311,0.725283,423,z_below_crit,False,0.026013,0.7,394,ic_below_min,False,,0.24
train,IMOEX,gold,60,False,-0.000272,0.555724,423,z_below_crit,False,0.048673,0.195,364,bootstrap_ci_includes_zero,False,,0.3
train,IMOEX,gold,90,False,-5.5e-05,0.820739,423,z_below_crit,False,0.069632,0.94,334,ic_below_min,False,,0.48
train,MOEXFN,oil,1,False,0.001698,0.161807,420,z_below_crit,False,0.014991,0.575,420,ic_below_min,False,,0.19
train,MOEXFN,oil,7,False,0.00121,0.382295,420,z_below_crit,False,0.055549,0.125,414,bootstrap_ci_includes_zero,False,,0.17
train,MOEXFN,oil,14,False,0.000417,0.784789,420,z_below_crit,False,0.020401,0.645,407,ic_below_min,False,,0.19
train,MOEXFN,oil,30,False,-0.001014,0.24858,420,z_below_crit,False,0.018649,0.6,391,ic_below_min,False,,0.25
train,MOEXFN,oil,60,False,-0.000134,0.780807,420,z_below_crit,False,0.007857,0.45,361,ic_below_min,False,,0.32
train,MOEXFN,oil,90,False,-1.9e-05,0.947808,420,z_below_crit,False,0.013223,0.66,331,ic_below_min,False,,0.41
train,MOEXFN,rate,1,False,0.001104,0.112769,420,z_below_crit,False,0.057193,0.165,420,bootstrap_ci_includes_zero,False,,0.19
train,MOEXFN,rate,7,False,-0.000477,0.663292,420,z_below_crit,False,0.01522,0.395,414,ic_below_min,False,,0.21
train,MOEXFN,rate,14,False,-0.001042,0.443838,420,z_below_crit,False,0.021526,0.655,407,ic_below_min,False,,0.22
train,MOEXFN,rate,30,False,9.4e-05,0.934689,420,z_below_crit,False,0.09556,0.95,391,ic_below_min,False,,0.24
train,MOEXFN,rate,60,False,-0.000273,0.724789,420,z_below_crit,False,0.073201,0.065,361,bootstrap_ci_includes_zero,False,,0.35
train,MOEXFN,rate,90,False,-6.3e-05,0.920089,420,z_below_crit,False,0.0138,0.66,331,ic_below_min,False,,0.46
train,MOEXFN,ruble,1,False,0.001473,0.325592,420,z_below_crit,False,0.075027,0.095,420,bootstrap_ci_includes_zero,False,,0.17
train,MOEXFN,ruble,7,False,0.000638,0.675782,420,z_below_crit,False,0.036044,0.19,414,bootstrap_ci_includes_zero,False,,0.19
train,MOEXFN,ruble,14,False,0.0006,0.702006,420,z_below_crit,False,0.028317,0.685,407,ic_below_min,False,,0.2
train,MOEXFN,ruble,30,False,0.000389,0.689448,420,z_below_crit,False,0.050449,0.215,391,bootstrap_ci_includes_zero,False,,0.22
train,MOEXFN,ruble,60,False,-0.001326,0.155986,420,z_below_crit,False,0.067515,0.895,361,ic_below_min,False,,0.33
train,MOEXFN,ruble,90,False,-5.1e-05,0.942111,420,z_below_crit,False,0.058171,0.815,331,ic_below_min,False,,0.41
train,MOEXFN,sanctions,1,False,-0.00018,0.893223,420,z_below_crit,False,0.022342,0.34,420,ic_below_min,False,,0.17
train,MOEXFN,sanctions,7,False,0.000402,0.775324,420,z_below_crit,False,0.059416,0.18,414,bootstrap_ci_includes_zero,False,,0.16
train,MOEXFN,sanctions,14,False,0.000135,0.925483,420,z_below_crit,False,0.056064,0.14,407,bootstrap_ci_includes_zero,False,,0.21
train,MOEXFN,sanctions,30,False,-0.000789,0.346086,420,z_below_crit,False,0.086667,0.925,391,ic_below_min,False,,0.23
train,MOEXFN,sanctions,60,False,-0.000177,0.700848,420,z_below_crit,False,0.009622,0.46,361,ic_below_min,False,,0.29
train,MOEXFN,sanctions,90,False,0.000215,0.412168,420,z_below_crit,False,0.157554,0.995,331,ic_below_min,False,,0.48
train,MOEXFN,inflation,1,False,0.001453,0.091793,420,z_below_crit,False,0.050888,0.2,420,bootstrap_ci_includes_zero,False,,0.15
train,MOEXFN,inflation,7,False,-0.000768,0.523868,420,z_below_crit,False,0.007627,0.55,414,ic_below_min,False,,0.17
train,MOEXFN,inflation,14,False,-0.000199,0.889635,420,z_below_crit,False,0.000151,0.495,407,ic_below_min,False,,0.24
train,MOEXFN,inflation,30,False,0.00112,0.295281,420,z_below_crit,False,0.001011,0.49,391,ic_below_min,False,,0.21
train,MOEXFN,inflation,60,False,4.2e-05,0.952769,420,z_below_crit,False,0.005372,0.44,361,ic_below_min,False,,0.3
train,MOEXFN,inflation,90,False,-1.8e-05,0.970274,420,z_below_crit,False,0.040675,0.265,331,bootstrap_ci_includes_zero,False,,0.46
train,MOEXFN,banking,1,False,0.001307,0.191106,420,z_below_crit,True,0.09018,0.04,420,ok,False,,0.14
train,MOEXFN,banking,7,False,0.001159,0.354573,420,z_below_crit,False,0.035718,0.235,414,bootstrap_ci_includes_zero,False,,0.2
train,MOEXFN,banking,14,False,-0.001799,0.184439,420,z_below_crit,False,0.028302,0.67,407,ic_below_min,False,,0.19
train,MOEXFN,banking,30,False,0.001169,0.246366,420,z_below_crit,False,0.114327,0.945,391,ic_below_min,False,,0.21
train,MOEXFN,banking,60,False,-0.000735,0.199203,420,z_below_crit,False,0.04685,0.785,361,ic_below_min,False,,0.3
train,MOEXFN,banking,90,False,-0.00015,0.584018,420,z_below_crit,False,0.061505,0.915,331,ic_below_min,False,,0.42
train,MOEXFN,gold,1,False,0.002226,0.076002,420,z_below_crit,False,3.3e-05,0.455,420,ic_below_min,False,,0.18
train,MOEXFN,gold,7,False,-0.000548,0.691018,420,z_below_crit,False,0.044372,0.19,414,bootstrap_ci_includes_zero,False,,0.2
train,MOEXFN,gold,14,False,-0.000117,0.939236,420,z_below_crit,False,0.005111,0.405,407,ic_below_min,False,,0.2
train,MOEXFN,gold,30,False,-0.00027,0.742143,420,z_below_crit,False,0.009621,0.455,391,ic_below_min,False,,0.25
train,MOEXFN,gold,60,False,-0.000248,0.62922,420,z_below_crit,False,0.011304,0.42,361,ic_below_min,False,,0.4
train,MOEXFN,gold,90,False,-8.6e-05,0.749637,420,z_below_crit,False,0.069087,0.125,331,bootstrap_ci_includes_zero,False,,0.47
train,MOEXOG,oil,1,False,0.001544,0.164948,420,z_below_crit,False,0.001443,0.55,420,ic_below_min,False,,0.16
train,MOEXOG,oil,7,False,0.001014,0.435134,420,z_below_crit,True,0.120136,0.01,414,ok,False,,0.19
train,MOEXOG,oil,14,False,0.000933,0.505478,420,z_below_crit,False,0.042967,0.775,407,ic_below_min,False,,0.16
train,MOEXOG,oil,30,False,-0.00039,0.619859,420,z_below_crit,False,0.067849,0.14,391,bootstrap_ci_includes_zero,False,,0.22
train,MOEXOG,oil,60,False,3.7e-05,0.931707,420,z_below_crit,False,0.034214,0.335,361,bootstrap_ci_includes_zero,False,,0.33
train,MOEXOG,oil,90,False,2.8e-05,0.913544,420,z_below_crit,False,0.072231,0.165,331,bootstrap_ci_includes_zero,False,,0.44
train,MOEXOG,rate,1,False,0.001048,0.124023,420,z_below_crit,False,0.044653,0.165,420,bootstrap_ci_includes_zero,False,,0.21
train,MOEXOG,rate,7,False,-0.000691,0.523046,420,z_below_crit,False,0.006488,0.57,414,ic_below_min,False,,0.19
train,MOEXOG,rate,14,False,-0.001297,0.299158,420,z_below_crit,False,0.030748,0.305,407,bootstrap_ci_includes_zero,False,,0.17
train,MOEXOG,rate,30,False,3e-06,0.99739,420,z_below_crit,False,0.101716,0.95,391,ic_below_min,False,,0.21
train,MOEXOG,rate,60,False,-0.000164,0.822257,420,z_below_crit,False,0.054798,0.145,361,bootstrap_ci_includes_zero,False,,0.32
train,MOEXOG,rate,90,False,6.1e-05,0.918341,420,z_below_crit,False,0.034287,0.73,331,ic_below_min,False,,0.46
train,MOEXOG,ruble,1,False,0.000434,0.749572,420,z_below_crit,False,0.083997,0.085,420,bootstrap_ci_includes_zero,False,,0.19
train,MOEXOG,ruble,7,False,0.001103,0.430255,420,z_below_crit,False,0.063885,0.1,414,bootstrap_ci_includes_zero,False,,0.14
train,MOEXOG,ruble,14,False,0.001041,0.4731,420,z_below_crit,False,0.016991,0.595,407,ic_below_min,False,,0.21
train,MOEXOG,ruble,30,False,0.000701,0.410353,420,z_below_crit,True,0.103018,0.035,391,ok,False,,0.22
train,MOEXOG,ruble,60,False,-0.001971,0.024993,420,z_below_crit,False,0.06197,0.14,361,bootstrap_ci_includes_zero,False,,0.33
train,MOEXOG,ruble,90,False,-0.000153,0.825853,420,z_below_crit,True,0.132658,0.005,331,ok,False,,0.41
train,MOEXOG,sanctions,1,False,0.002655,0.029026,420,z_below_crit,False,0.008563,0.445,420,ic_below_min,False,,0.17
train,MOEXOG,sanctions,7,False,-0.001905,0.14077,420,z_below_crit,False,0.044538,0.76,414,ic_below_min,False,,0.17
train,MOEXOG,sanctions,14,False,0.000116,0.930269,420,z_below_crit,False,0.047221,0.15,407,bootstrap_ci_includes_zero,False,,0.22
train,MOEXOG,sanctions,30,False,7e-06,0.992423,420,z_below_crit,False,0.03285,0.28,391,bootstrap_ci_includes_zero,False,,0.22
train,MOEXOG,sanctions,60,False,-0.00048,0.290133,420,z_below_crit,False,0.023652,0.37,361,ic_below_min,False,,0.32
train,MOEXOG,sanctions,90,False,0.000261,0.273498,420,z_below_crit,False,0.002634,0.495,331,ic_below_min,False,,0.44
train,MOEXOG,inflation,1,False,0.001389,0.089121,420,z_below_crit,False,0.012751,0.445,420,ic_below_min,False,,0.22
train,MOEXOG,inflation,7,False,-0.000786,0.497428,420,z_below_crit,False,0.059395,0.185,414,bootstrap_ci_includes_zero,False,,0.17
train,MOEXOG,inflation,14,False,-5.9e-05,0.963965,420,z_below_crit,False,0.00923,0.435,407,ic_below_min,False,,0.17
train,MOEXOG,inflation,30,False,0.001329,0.169467,420,z_below_crit,True,0.114689,0.02,391,ok,False,,0.25
train,MOEXOG,inflation,60,False,-0.000202,0.750509,420,z_below_crit,False,0.017565,0.665,361,ic_below_min,False,,0.32
train,MOEXOG,inflation,90,False,9.5e-05,0.841668,420,z_below_crit,True,0.093222,0.05,331,ok,False,,0.48
train,MOEXOG,banking,1,False,0.001412,0.129475,420,z_below_crit,True,0.157788,0.005,420,ok,False,,0.17
train,MOEXOG,banking,7,False,0.001357,0.26202,420,z_below_crit,False,0.07372,0.105,414,bootstrap_ci_includes_zero,False,,0.21
