window_start,instrument,topic,lag,m5_p,m5_score,m5_n,m6_ic,m6_p,m6_n,research,production,error
2022-01-02,USD_RUB,gold,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,USD_RUB,gold,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,USD_RUB,gold,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,EUR_RUB,oil,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,EUR_RUB,oil,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,EUR_RUB,oil,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,EUR_RUB,oil,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,EUR_RUB,oil,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,EUR_RUB,rate,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,EUR_RUB,rate,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,EUR_RUB,rate,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,EUR_RUB,rate,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,EUR_RUB,rate,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,EUR_RUB,ruble,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,EUR_RUB,ruble,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,EUR_RUB,ruble,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,EUR_RUB,ruble,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,EUR_RUB,ruble,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,EUR_RUB,sanctions,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,EUR_RUB,sanctions,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,EUR_RUB,sanctions,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,EUR_RUB,sanctions,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,EUR_RUB,sanctions,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,EUR_RUB,inflation,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,EUR_RUB,inflation,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,EUR_RUB,inflation,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,EUR_RUB,inflation,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,EUR_RUB,inflation,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,EUR_RUB,banking,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,EUR_RUB,banking,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,EUR_RUB,banking,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,EUR_RUB,banking,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,EUR_RUB,banking,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,EUR_RUB,gold,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,EUR_RUB,gold,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,EUR_RUB,gold,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,EUR_RUB,gold,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,EUR_RUB,gold,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,BRENT,oil,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,BRENT,oil,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,BRENT,oil,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,BRENT,oil,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,BRENT,oil,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,BRENT,rate,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,BRENT,rate,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,BRENT,rate,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,BRENT,rate,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,BRENT,rate,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,BRENT,ruble,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,BRENT,ruble,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,BRENT,ruble,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,BRENT,ruble,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,BRENT,ruble,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,BRENT,sanctions,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,BRENT,sanctions,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,BRENT,sanctions,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,BRENT,sanctions,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,BRENT,sanctions,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,BRENT,inflation,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,BRENT,inflation,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,BRENT,inflation,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,BRENT,inflation,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,BRENT,inflation,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,BRENT,banking,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,BRENT,banking,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,BRENT,banking,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,BRENT,banking,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,BRENT,banking,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,BRENT,gold,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,BRENT,gold,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,BRENT,gold,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,BRENT,gold,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,BRENT,gold,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,SP500,oil,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,SP500,oil,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,SP500,oil,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,SP500,oil,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,SP500,oil,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,SP500,rate,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,SP500,rate,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,SP500,rate,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,SP500,rate,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,SP500,rate,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,SP500,ruble,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,SP500,ruble,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,SP500,ruble,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,SP500,ruble,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,SP500,ruble,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,SP500,sanctions,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,SP500,sanctions,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,SP500,sanctions,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,SP500,sanctions,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,SP500,sanctions,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,SP500,inflation,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,SP500,inflation,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,SP500,inflation,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,SP500,inflation,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,SP500,inflation,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,SP500,banking,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,SP500,banking,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,SP500,banking,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,SP500,banking,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,SP500,banking,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,SP500,gold,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,SP500,gold,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,SP500,gold,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,SP500,gold,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,SP500,gold,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_WORLD,oil,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_WORLD,oil,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_WORLD,oil,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_WORLD,oil,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_WORLD,oil,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_WORLD,rate,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_WORLD,rate,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_WORLD,rate,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_WORLD,rate,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_WORLD,rate,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_WORLD,ruble,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_WORLD,ruble,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_WORLD,ruble,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_WORLD,ruble,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_WORLD,ruble,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_WORLD,sanctions,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_WORLD,sanctions,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_WORLD,sanctions,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_WORLD,sanctions,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_WORLD,sanctions,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_WORLD,inflation,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_WORLD,inflation,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_WORLD,inflation,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_WORLD,inflation,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_WORLD,inflation,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_WORLD,banking,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_WORLD,banking,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_WORLD,banking,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_WORLD,banking,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_WORLD,banking,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_WORLD,gold,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_WORLD,gold,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_WORLD,gold,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_WORLD,gold,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_WORLD,gold,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,DXY,oil,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,DXY,oil,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,DXY,oil,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,DXY,oil,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,DXY,oil,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,DXY,rate,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,DXY,rate,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,DXY,rate,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,DXY,rate,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,DXY,rate,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,DXY,ruble,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,DXY,ruble,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,DXY,ruble,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,DXY,ruble,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,DXY,ruble,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,DXY,sanctions,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,DXY,sanctions,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,DXY,sanctions,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,DXY,sanctions,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,DXY,sanctions,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,DXY,inflation,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,DXY,inflation,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,DXY,inflation,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,DXY,inflation,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,DXY,inflation,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,DXY,banking,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,DXY,banking,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,DXY,banking,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,DXY,banking,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,DXY,banking,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,DXY,gold,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,DXY,gold,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,DXY,gold,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,DXY,gold,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,DXY,gold,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_INDIA,oil,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_INDIA,oil,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_INDIA,oil,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_INDIA,oil,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_INDIA,oil,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_INDIA,rate,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_INDIA,rate,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_INDIA,rate,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_INDIA,rate,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_INDIA,rate,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_INDIA,ruble,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_INDIA,ruble,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_INDIA,ruble,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_INDIA,ruble,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_INDIA,ruble,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_INDIA,sanctions,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_INDIA,sanctions,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_INDIA,sanctions,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_INDIA,sanctions,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_INDIA,sanctions,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_INDIA,inflation,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_INDIA,inflation,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_INDIA,inflation,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_INDIA,inflation,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_INDIA,inflation,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_INDIA,banking,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_INDIA,banking,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_INDIA,banking,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_INDIA,banking,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_INDIA,banking,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-02,MSCI_INDIA,gold,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-02,MSCI_INDIA,gold,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-02,MSCI_INDIA,gold,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-02,MSCI_INDIA,gold,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-02,MSCI_INDIA,gold,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,USD_RUB,oil,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,USD_RUB,oil,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,USD_RUB,oil,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,USD_RUB,oil,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,USD_RUB,oil,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,USD_RUB,rate,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,USD_RUB,rate,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,USD_RUB,rate,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,USD_RUB,rate,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,USD_RUB,rate,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,USD_RUB,ruble,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,USD_RUB,ruble,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,USD_RUB,ruble,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,USD_RUB,ruble,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,USD_RUB,ruble,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,USD_RUB,sanctions,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,USD_RUB,sanctions,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,USD_RUB,sanctions,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,USD_RUB,sanctions,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,USD_RUB,sanctions,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,USD_RUB,inflation,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,USD_RUB,inflation,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,USD_RUB,inflation,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,USD_RUB,inflation,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,USD_RUB,inflation,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,USD_RUB,banking,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,USD_RUB,banking,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,USD_RUB,banking,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,USD_RUB,banking,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,USD_RUB,banking,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,USD_RUB,gold,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,USD_RUB,gold,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,USD_RUB,gold,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,USD_RUB,gold,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,USD_RUB,gold,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,EUR_RUB,oil,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,EUR_RUB,oil,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,EUR_RUB,oil,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,EUR_RUB,oil,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,EUR_RUB,oil,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,EUR_RUB,rate,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,EUR_RUB,rate,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,EUR_RUB,rate,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,EUR_RUB,rate,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,EUR_RUB,rate,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,EUR_RUB,ruble,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,EUR_RUB,ruble,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,EUR_RUB,ruble,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,EUR_RUB,ruble,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,EUR_RUB,ruble,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,EUR_RUB,sanctions,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,EUR_RUB,sanctions,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,EUR_RUB,sanctions,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,EUR_RUB,sanctions,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,EUR_RUB,sanctions,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,EUR_RUB,inflation,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,EUR_RUB,inflation,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,EUR_RUB,inflation,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,EUR_RUB,inflation,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,EUR_RUB,inflation,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,EUR_RUB,banking,1,1.0,0.0,125,0.0,1.0,124,False,False,
2022-01-05,EUR_RUB,banking,7,1.0,0.0,125,0.0,1.0,118,False,False,
2022-01-05,EUR_RUB,banking,14,1.0,0.0,125,0.0,1.0,111,False,False,
2022-01-05,EUR_RUB,banking,30,1.0,0.0,125,0.0,1.0,95,False,False,
2022-01-05,EUR_RUB,banking,60,1.0,0.0,125,0.0,1.0,65,False,False,
2022-01-05,EUR_RUB,gold,1,1.0,0.0,125,0.0,1.0,124,False,False,
