split,instrument,topic,lag,m5_confirmed,m5_score,m5_pvalue,m5_n,m5_reason,m6_confirmed,m6_score,m6_pvalue,m6_n,m6_reason,confirmed,error,elapsed_s
train,SP500,inflation_emb,14,False,-0.000737,0.137464,541,z_below_crit,False,0.022453,0.325,528,bootstrap_ci_includes_zero,False,,0.19
train,SP500,inflation_emb,30,False,0.000308,0.578819,541,z_below_crit,False,0.050648,0.87,512,ic_below_min,False,,0.25
train,SP500,inflation_emb,60,False,8.9e-05,0.530308,541,z_below_crit,False,0.024914,0.705,482,ic_below_min,False,,0.34
train,SP500,inflation_emb,90,False,-1.3e-05,0.843397,541,z_below_crit,False,0.051342,0.165,452,bootstrap_ci_includes_zero,False,,0.49
train,SP500,banking_emb,1,False,-0.000279,0.570939,541,z_below_crit,False,0.031206,0.75,541,ic_below_min,False,,0.19
train,SP500,banking_emb,7,False,-1.5e-05,0.972331,541,z_below_crit,False,0.015485,0.295,535,bootstrap_ci_includes_zero,False,,0.17
train,SP500,banking_emb,14,False,-3.8e-05,0.930197,541,z_below_crit,False,0.008046,0.485,528,ic_below_min,False,,0.17
train,SP500,banking_emb,30,False,-8e-05,0.869136,541,z_below_crit,False,0.007352,0.555,512,ic_below_min,False,,0.25
train,SP500,banking_emb,60,False,5.4e-05,0.713813,541,z_below_crit,False,0.059663,0.135,482,bootstrap_ci_includes_zero,False,,0.33
train,SP500,banking_emb,90,False,-2.2e-05,0.788827,541,z_below_crit,False,0.01281,0.39,452,bootstrap_ci_includes_zero,False,,0.48
train,SP500,gold_emb,1,False,-5.4e-05,0.912432,541,z_below_crit,False,0.026618,0.715,541,ic_below_min,False,,0.2
train,SP500,gold_emb,7,False,0.000352,0.459371,541,z_below_crit,False,0.023643,0.705,535,ic_below_min,False,,0.17
train,SP500,gold_emb,14,False,0.000371,0.446739,541,z_below_crit,False,0.07632,0.955,528,ic_below_min,False,,0.17
train,SP500,gold_emb,30,False,0.000119,0.824283,541,z_below_crit,False,0.025459,0.69,512,ic_below_min,False,,0.24
train,SP500,gold_emb,60,False,3.3e-05,0.826764,541,z_below_crit,False,0.023198,0.375,482,bootstrap_ci_includes_zero,False,,0.36
train,SP500,gold_emb,90,False,-4.3e-05,0.561718,541,z_below_crit,False,0.003967,0.545,452,ic_below_min,False,,0.47
train,USD_RUB,oil_emb,1,False,-0.000369,0.744781,454,z_below_crit,False,0.051682,0.22,454,bootstrap_ci_includes_zero,False,,0.16
train,USD_RUB,oil_emb,7,False,-0.000156,0.89231,454,z_below_crit,False,0.023229,0.62,448,ic_below_min,False,,0.16
train,USD_RUB,oil_emb,14,False,0.002043,0.096963,454,z_below_crit,False,0.014788,0.39,441,bootstrap_ci_includes_zero,False,,0.2
train,USD_RUB,oil_emb,30,False,-0.000211,0.876771,454,z_below_crit,False,0.088101,0.955,425,ic_below_min,False,,0.27
train,USD_RUB,oil_emb,60,False,-0.000516,0.159539,454,z_below_crit,False,0.061012,0.105,395,bootstrap_ci_includes_zero,False,,0.35
train,USD_RUB,oil_emb,90,False,-0.000197,0.204884,454,z_below_crit,False,0.031355,0.325,365,bootstrap_ci_includes_zero,False,,0.48
train,USD_RUB,rate_emb,1,False,-0.002229,0.077029,454,z_below_crit,False,0.032609,0.7,454,ic_below_min,False,,0.17
train,USD_RUB,rate_emb,7,False,0.002396,0.068034,454,z_below_crit,False,0.049934,0.215,448,bootstrap_ci_includes_zero,False,,0.16
train,USD_RUB,rate_emb,14,False,0.002624,0.056302,454,z_below_crit,False,0.002218,0.55,441,ic_below_min,False,,0.18
train,USD_RUB,rate_emb,30,False,0.000824,0.5357,454,z_below_crit,False,0.06643,0.91,425,ic_below_min,False,,0.22
train,USD_RUB,rate_emb,60,False,0.000158,0.727677,454,z_below_crit,False,0.011768,0.635,395,ic_below_min,False,,0.33
train,USD_RUB,rate_emb,90,False,-0.000122,0.565178,454,z_below_crit,False,0.037119,0.255,365,bootstrap_ci_includes_zero,False,,0.46
train,USD_RUB,ruble_emb,1,False,0.001301,0.311618,454,z_below_crit,False,0.011844,0.62,454,ic_below_min,False,,0.14
train,USD_RUB,ruble_emb,7,False,0.000496,0.712139,454,z_below_crit,False,0.119258,0.98,448,ic_below_min,False,,0.19
train,USD_RUB,ruble_emb,14,False,-0.002704,0.054994,454,z_below_crit,False,0.078562,0.935,441,ic_below_min,False,,0.2
train,USD_RUB,ruble_emb,30,False,-0.000782,0.567184,454,z_below_crit,False,0.002319,0.485,425,ic_below_min,False,,0.24
train,USD_RUB,ruble_emb,60,False,-0.000311,0.474232,454,z_below_crit,False,0.009396,0.375,395,ic_below_min,False,,0.34
train,USD_RUB,ruble_emb,90,False,-8.4e-05,0.73959,454,z_below_crit,False,0.031939,0.31,365,bootstrap_ci_includes_zero,False,,0.48
train,USD_RUB,sanctions_emb,1,False,-0.001047,0.378921,454,z_below_crit,False,0.024347,0.675,454,ic_below_min,False,,0.16
train,USD_RUB,sanctions_emb,7,False,-0.000993,0.412436,454,z_below_crit,False,0.088527,0.95,448,ic_below_min,False,,0.17
train,USD_RUB,sanctions_emb,14,False,-0.000997,0.442012,454,z_below_crit,False,0.00766,0.53,441,ic_below_min,False,,0.17
train,USD_RUB,sanctions_emb,30,False,-0.001119,0.426013,454,z_below_crit,False,0.013348,0.475,425,bootstrap_ci_includes_zero,False,,0.25
train,USD_RUB,sanctions_emb,60,False,-1.6e-05,0.963393,454,z_below_crit,False,0.060711,0.14,395,bootstrap_ci_includes_zero,False,,0.38
train,USD_RUB,sanctions_emb,90,False,0.000187,0.192368,454,z_below_crit,False,0.000107,0.45,365,ic_below_min,False,,0.48
train,USD_RUB,inflation_emb,1,False,-0.002289,0.061581,454,z_below_crit,False,0.075157,0.065,454,bootstrap_ci_includes_zero,False,,0.19
train,USD_RUB,inflation_emb,7,False,-0.000206,0.870624,454,z_below_crit,False,0.032703,0.3,448,bootstrap_ci_includes_zero,False,,0.19
train,USD_RUB,inflation_emb,14,False,-0.000541,0.687673,454,z_below_crit,False,0.034402,0.23,441,bootstrap_ci_includes_zero,False,,0.17
train,USD_RUB,inflation_emb,30,False,-0.000553,0.689157,454,z_below_crit,False,0.002045,0.55,425,ic_below_min,False,,0.23
train,USD_RUB,inflation_emb,60,False,-0.000233,0.524232,454,z_below_crit,False,0.026086,0.665,395,ic_below_min,False,,0.36
train,USD_RUB,inflation_emb,90,False,7e-06,0.963121,454,z_below_crit,False,0.025986,0.66,365,ic_below_min,False,,0.47
train,USD_RUB,banking_emb,1,False,-9.8e-05,0.938866,454,z_below_crit,False,0.092104,0.96,454,ic_below_min,False,,0.17
train,USD_RUB,banking_emb,7,False,0.000776,0.55826,454,z_below_crit,False,0.010647,0.6,448,ic_below_min,False,,0.17
train,USD_RUB,banking_emb,14,False,0.000782,0.573989,454,z_below_crit,False,0.035247,0.23,441,bootstrap_ci_includes_zero,False,,0.2
train,USD_RUB,banking_emb,30,False,0.000314,0.825246,454,z_below_crit,False,0.048875,0.79,425,ic_below_min,False,,0.22
train,USD_RUB,banking_emb,60,False,-0.000216,0.592228,454,z_below_crit,True,0.096329,0.025,395,ok,False,,0.34
train,USD_RUB,banking_emb,90,False,-6.7e-05,0.706607,454,z_below_crit,False,0.042119,0.745,365,ic_below_min,False,,0.52
train,USD_RUB,gold_emb,1,False,0.000836,0.499684,454,z_below_crit,False,0.001362,0.535,454,ic_below_min,False,,0.16
train,USD_RUB,gold_emb,7,False,0.000141,0.907728,454,z_below_crit,False,0.034863,0.72,448,ic_below_min,False,,0.17
train,USD_RUB,gold_emb,14,False,0.001402,0.278051,454,z_below_crit,False,0.012214,0.615,441,ic_below_min,False,,0.17
train,USD_RUB,gold_emb,30,False,-0.00122,0.364545,454,z_below_crit,False,0.005659,0.455,425,ic_below_min,False,,0.22
train,USD_RUB,gold_emb,60,False,-0.000536,0.186898,454,z_below_crit,False,0.06889,0.105,395,bootstrap_ci_includes_zero,False,,0.34
train,USD_RUB,gold_emb,90,False,-0.000266,0.148904,454,z_below_crit,False,0.177933,1.0,365,ic_below_min,False,,0.47
train,EUR_RUB,oil_emb,1,False,-0.000369,0.744781,454,z_below_crit,False,0.051682,0.22,454,bootstrap_ci_includes_zero,False,,0.19
train,EUR_RUB,oil_emb,7,False,-0.000156,0.89231,454,z_below_crit,False,0.023229,0.62,448,ic_below_min,False,,0.19
train,EUR_RUB,oil_emb,14,False,0.002043,0.096963,454,z_below_crit,False,0.014788,0.39,441,bootstrap_ci_includes_zero,False,,0.15
train,EUR_RUB,oil_emb,30,False,-0.000211,0.876771,454,z_below_crit,False,0.088101,0.955,425,ic_below_min,False,,0.21
train,EUR_RUB,oil_emb,60,False,-0.000516,0.159539,454,z_below_crit,False,0.061012,0.105,395,bootstrap_ci_includes_zero,False,,0.32
train,EUR_RUB,oil_emb,90,False,-0.000197,0.204884,454,z_below_crit,False,0.031355,0.325,365,bootstrap_ci_includes_zero,False,,0.5
train,EUR_RUB,rate_emb,1,False,-0.002229,0.077029,454,z_below_crit,False,0.032609,0.7,454,ic_below_min,False,,0.16
train,EUR_RUB,rate_emb,7,False,0.002396,0.068034,454,z_below_crit,False,0.049934,0.215,448,bootstrap_ci_includes_zero,False,,0.16
train,EUR_RUB,rate_emb,14,False,0.002624,0.056302,454,z_below_crit,False,0.002218,0.55,441,ic_below_min,False,,0.17
train,EUR_RUB,rate_emb,30,False,0.000824,0.5357,454,z_below_crit,False,0.06643,0.91,425,ic_below_min,False,,0.29
train,EUR_RUB,rate_emb,60,False,0.000158,0.727677,454,z_below_crit,False,0.011768,0.635,395,ic_below_min,False,,0.35
train,EUR_RUB,rate_emb,90,False,-0.000122,0.565178,454,z_below_crit,False,0.037119,0.255,365,bootstrap_ci_includes_zero,False,,0.46
train,EUR_RUB,ruble_emb,1,False,0.001301,0.311618,454,z_below_crit,False,0.011844,0.62,454,ic_below_min,False,,0.22
train,EUR_RUB,ruble_emb,7,False,0.000496,0.712139,454,z_below_crit,False,0.119258,0.98,448,ic_below_min,False,,0.19
train,EUR_RUB,ruble_emb,14,False,-0.002704,0.054994,454,z_below_crit,False,0.078562,0.935,441,ic_below_min,False,,0.2
train,EUR_RUB,ruble_emb,30,False,-0.000782,0.567184,454,z_below_crit,False,0.002319,0.485,425,ic_below_min,False,,0.24
train,EUR_RUB,ruble_emb,60,False,-0.000311,0.474232,454,z_below_crit,False,0.009396,0.375,395,ic_below_min,False,,0.35
train,EUR_RUB,ruble_emb,90,False,-8.4e-05,0.73959,454,z_below_crit,False,0.031939,0.31,365,bootstrap_ci_includes_zero,False,,0.46
train,EUR_RUB,sanctions_emb,1,False,-0.001047,0.378921,454,z_below_crit,False,0.024347,0.675,454,ic_below_min,False,,0.16
train,EUR_RUB,sanctions_emb,7,False,-0.000993,0.412436,454,z_below_crit,False,0.088527,0.95,448,ic_below_min,False,,0.19
train,EUR_RUB,sanctions_emb,14,False,-0.000997,0.442012,454,z_below_crit,False,0.00766,0.53,441,ic_below_min,False,,0.19
train,EUR_RUB,sanctions_emb,30,False,-0.001119,0.426013,454,z_below_crit,False,0.013348,0.475,425,bootstrap_ci_includes_zero,False,,0.27
train,EUR_RUB,sanctions_emb,60,False,-1.6e-05,0.963393,454,z_below_crit,False,0.060711,0.14,395,bootstrap_ci_includes_zero,False,,0.33
train,EUR_RUB,sanctions_emb,90,False,0.000187,0.192368,454,z_below_crit,False,0.000107,0.45,365,ic_below_min,False,,0.52
train,EUR_RUB,inflation_emb,1,False,-0.002289,0.061581,454,z_below_crit,False,0.075157,0.065,454,bootstrap_ci_includes_zero,False,,0.24
train,EUR_RUB,inflation_emb,7,False,-0.000206,0.870624,454,z_below_crit,False,0.032703,0.3,448,bootstrap_ci_includes_zero,False,,0.18
train,EUR_RUB,inflation_emb,14,False,-0.000541,0.687673,454,z_below_crit,False,0.034402,0.23,441,bootstrap_ci_includes_zero,False,,0.23
train,EUR_RUB,inflation_emb,30,False,-0.000553,0.689157,454,z_below_crit,False,0.002045,0.55,425,ic_below_min,False,,0.22
train,EUR_RUB,inflation_emb,60,False,-0.000233,0.524232,454,z_below_crit,False,0.026086,0.665,395,ic_below_min,False,,0.36
train,EUR_RUB,inflation_emb,90,False,7e-06,0.963121,454,z_below_crit,False,0.025986,0.66,365,ic_below_min,False,,0.49
train,EUR_RUB,banking_emb,1,False,-9.8e-05,0.938866,454,z_below_crit,False,0.092104,0.96,454,ic_below_min,False,,0.2
train,EUR_RUB,banking_emb,7,False,0.000776,0.55826,454,z_below_crit,False,0.010647,0.6,448,ic_below_min,False,,0.19
train,EUR_RUB,banking_emb,14,False,0.000782,0.573989,454,z_below_crit,False,0.035247,0.23,441,bootstrap_ci_includes_zero,False,,0.17
train,EUR_RUB,banking_emb,30,False,0.000314,0.825246,454,z_below_crit,False,0.048875,0.79,425,ic_below_min,False,,0.24
train,EUR_RUB,banking_emb,60,False,-0.000216,0.592228,454,z_below_crit,True,0.096329,0.025,395,ok,False,,0.3
train,EUR_RUB,banking_emb,90,False,-6.7e-05,0.706607,454,z_below_crit,False,0.042119,0.745,365,ic_below_min,False,,0.5
train,EUR_RUB,gold_emb,1,False,0.000836,0.499684,454,z_below_crit,False,0.001362,0.535,454,ic_below_min,False,,0.26
train,EUR_RUB,gold_emb,7,False,0.000141,0.907728,454,z_below_crit,False,0.034863,0.72,448,ic_below_min,False,,0.17
train,EUR_RUB,gold_emb,14,False,0.001402,0.278051,454,z_below_crit,False,0.012214,0.615,441,ic_below_min,False,,0.2
train,EUR_RUB,gold_emb,30,False,-0.00122,0.364545,454,z_below_crit,False,0.005659,0.455,425,ic_below_min,False,,0.21
train,EUR_RUB,gold_emb,60,False,-0.000536,0.186898,454,z_below_crit,False,0.06889,0.105,395,bootstrap_ci_includes_zero,False,,0.33
train,EUR_RUB,gold_emb,90,False,-0.000266,0.148904,454,z_below_crit,False,0.177933,1.0,365,ic_below_min,False,,0.47
train,DJ_SOUTH_AFRICA,oil_emb,1,False,-4e-06,0.993028,454,z_below_crit,False,0.004253,0.525,454,ic_below_min,False,,0.2
train,DJ_SOUTH_AFRICA,oil_emb,7,False,-9.6e-05,0.848511,454,z_below_crit,False,0.037112,0.205,448,bootstrap_ci_includes_zero,False,,0.16
train,DJ_SOUTH_AFRICA,oil_emb,14,False,-0.000317,0.549773,454,z_below_crit,False,0.092734,0.965,441,ic_below_min,False,,0.19
train,DJ_SOUTH_AFRICA,oil_emb,30,False,-0.00107,0.077848,454,z_below_crit,False,0.031231,0.76,425,ic_below_min,False,,0.25
train,DJ_SOUTH_AFRICA,oil_emb,60,False,-1.1e-05,0.936454,454,z_below_crit,False,0.045771,0.79,395,ic_below_min,False,,0.37
train,DJ_SOUTH_AFRICA,oil_emb,90,False,-4.7e-05,0.407694,454,z_below_crit,False,0.004594,0.455,365,ic_below_min,False,,0.47
train,DJ_SOUTH_AFRICA,rate_emb,1,False,0.000971,0.063782,454,z_below_crit,False,0.031769,0.74,454,ic_below_min,False,,0.18
train,DJ_SOUTH_AFRICA,rate_emb,7,False,0.000262,0.628309,454,z_below_crit,False,0.007887,0.57,448,ic_below_min,False,,0.21
train,DJ_SOUTH_AFRICA,rate_emb,14,False,-0.000389,0.489302,454,z_below_crit,False,0.117387,0.985,441,ic_below_min,False,,0.19
train,DJ_SOUTH_AFRICA,rate_emb,30,False,0.000453,0.46744,454,z_below_crit,False,0.056931,0.845,425,ic_below_min,False,,0.2
train,DJ_SOUTH_AFRICA,rate_emb,60,False,-6.2e-05,0.651488,454,z_below_crit,False,0.03186,0.28,395,bootstrap_ci_includes_zero,False,,0.32
train,DJ_SOUTH_AFRICA,rate_emb,90,False,-3.3e-05,0.451045,454,z_below_crit,False,0.034686,0.725,365,ic_below_min,False,,0.46
train,DJ_SOUTH_AFRICA,ruble_emb,1,False,0.000341,0.522898,454,z_below_crit,False,0.060351,0.88,454,ic_below_min,False,,0.21
train,DJ_SOUTH_AFRICA,ruble_emb,7,False,-0.000822,0.138017,454,z_below_crit,False,0.03321,0.295,448,bootstrap_ci_includes_zero,False,,0.17
train,DJ_SOUTH_AFRICA,ruble_emb,14,False,-0.000264,0.654171,454,z_below_crit,False,0.025705,0.305,441,bootstrap_ci_includes_zero,False,,0.2
train,DJ_SOUTH_AFRICA,ruble_emb,30,False,0.000329,0.610379,454,z_below_crit,False,0.05554,0.84,425,ic_below_min,False,,0.24
train,DJ_SOUTH_AFRICA,ruble_emb,60,False,6e-05,0.71248,454,z_below_crit,False,0.038357,0.3,395,bootstrap_ci_includes_zero,False,,0.33
train,DJ_SOUTH_AFRICA,ruble_emb,90,False,-1e-06,0.991887,454,z_below_crit,False,0.015298,0.67,365,ic_below_min,False,,0.48
train,DJ_SOUTH_AFRICA,sanctions_emb,1,False,-6.3e-05,0.898368,454,z_below_crit,False,0.010291,0.39,454,bootstrap_ci_includes_zero,False,,0.19
train,DJ_SOUTH_AFRICA,sanctions_emb,7,True,0.001053,0.037742,454,ok,False,0.060868,0.905,448,ic_below_min,False,,0.17
train,DJ_SOUTH_AFRICA,sanctions_emb,14,False,0.000238,0.657777,454,z_below_crit,False,0.050714,0.155,441,bootstrap_ci_includes_zero,False,,0.2
train,DJ_SOUTH_AFRICA,sanctions_emb,30,False,-0.000466,0.439886,454,z_below_crit,False,0.074345,0.12,425,bootstrap_ci_includes_zero,False,,0.22
train,DJ_SOUTH_AFRICA,sanctions_emb,60,False,0.000148,0.383867,454,z_below_crit,False,0.04975,0.2,395,bootstrap_ci_includes_zero,False,,0.33
train,DJ_SOUTH_AFRICA,sanctions_emb,90,False,7.6e-05,0.321217,454,z_below_crit,False,0.019721,0.54,365,ic_below_min,False,,0.47
train,DJ_SOUTH_AFRICA,inflation_emb,1,False,-0.000191,0.707039,454,z_below_crit,False,0.043169,0.815,454,ic_below_min,False,,0.18
train,DJ_SOUTH_AFRICA,inflation_emb,7,False,0.000748,0.153715,454,z_below_crit,False,0.052013,0.08,448,bootstrap_ci_includes_zero,False,,0.19
train,DJ_SOUTH_AFRICA,inflation_emb,14,False,-0.000196,0.72405,454,z_below_crit,False,0.056058,0.865,441,ic_below_min,False,,0.23
train,DJ_SOUTH_AFRICA,inflation_emb,30,False,-9.4e-05,0.876259,454,z_below_crit,False,0.053521,0.855,425,ic_below_min,False,,0.22
train,DJ_SOUTH_AFRICA,inflation_emb,60,False,-9e-06,0.958303,454,z_below_crit,False,0.053898,0.805,395,ic_below_min,False,,0.31
train,DJ_SOUTH_AFRICA,inflation_emb,90,False,-1e-05,0.891905,454,z_below_crit,False,0.021395,0.605,365,ic_below_min,False,,0.5
train,DJ_SOUTH_AFRICA,banking_emb,1,False,0.000463,0.382125,454,z_below_crit,False,0.016845,0.385,454,bootstrap_ci_includes_zero,False,,0.19
train,DJ_SOUTH_AFRICA,banking_emb,7,False,2.1e-05,0.969456,454,z_below_crit,False,0.006036,0.52,448,ic_below_min,False,,0.16
train,DJ_SOUTH_AFRICA,banking_emb,14,False,0.000307,0.587686,454,z_below_crit,False,0.04691,0.805,441,ic_below_min,False,,0.17
train,DJ_SOUTH_AFRICA,banking_emb,30,False,9.8e-05,0.877606,454,z_below_crit,False,0.015865,0.405,425,bootstrap_ci_includes_zero,False,,0.24
train,DJ_SOUTH_AFRICA,banking_emb,60,False,-1.9e-05,0.900105,454,z_below_crit,False,0.021571,0.285,395,bootstrap_ci_includes_zero,False,,0.37
train,DJ_SOUTH_AFRICA,banking_emb,90,False,-2.5e-05,0.67789,454,z_below_crit,False,0.116257,0.98,365,ic_below_min,False,,0.47
train,DJ_SOUTH_AFRICA,gold_emb,1,False,-0.000133,0.795021,454,z_below_crit,False,0.008477,0.595,454,ic_below_min,False,,0.17
train,DJ_SOUTH_AFRICA,gold_emb,7,False,0.000304,0.556691,454,z_below_crit,False,0.035532,0.2,448,bootstrap_ci_includes_zero,False,,0.17
train,DJ_SOUTH_AFRICA,gold_emb,14,False,0.000695,0.200906,454,z_below_crit,False,0.080719,0.065,441,bootstrap_ci_includes_zero,False,,0.19
train,DJ_SOUTH_AFRICA,gold_emb,30,True,-0.0016,0.007642,454,ok,False,0.04253,0.21,425,bootstrap_ci_includes_zero,False,,0.22
train,DJ_SOUTH_AFRICA,gold_emb,60,False,-0.000127,0.530708,454,z_below_crit,False,0.019262,0.61,395,ic_below_min,False,,0.35
train,DJ_SOUTH_AFRICA,gold_emb,90,False,2.3e-05,0.783712,454,z_below_crit,False,0.020516,0.67,365,ic_below_min,False,,0.48
train,MSCI_WORLD,oil_emb,1,False,0.000333,0.462977,454,z_below_crit,False,0.00782,0.605,454,ic_below_min,False,,0.18
train,MSCI_WORLD,oil_emb,7,False,0.000494,0.289359,454,z_below_crit,False,0.020097,0.295,448,bootstrap_ci_includes_zero,False,,0.15
train,MSCI_WORLD,oil_emb,14,False,-4.8e-05,0.922752,454,z_below_crit,False,0.030243,0.755,441,ic_below_min,False,,0.2
train,MSCI_WORLD,oil_emb,30,False,-0.000724,0.209917,454,z_below_crit,False,0.021716,0.655,425,ic_below_min,False,,0.27
train,MSCI_WORLD,oil_emb,60,False,8.1e-05,0.618388,454,z_below_crit,False,0.019186,0.305,395,bootstrap_ci_includes_zero,False,,0.33
train,MSCI_WORLD,oil_emb,90,False,-1.7e-05,0.799465,454,z_below_crit,False,0.03387,0.28,365,bootstrap_ci_includes_zero,False,,0.46
train,MSCI_WORLD,rate_emb,1,False,-2.7e-05,0.957388,454,z_below_crit,False,0.032832,0.235,454,bootstrap_ci_includes_zero,False,,0.21
train,MSCI_WORLD,rate_emb,7,False,0.000805,0.123572,454,z_below_crit,False,0.049216,0.785,448,ic_below_min,False,,0.19
train,MSCI_WORLD,rate_emb,14,False,-0.000768,0.158343,454,z_below_crit,False,0.015387,0.6,441,ic_below_min,False,,0.18
train,MSCI_WORLD,rate_emb,30,False,0.001064,0.077199,454,z_below_crit,False,0.042409,0.73,425,ic_below_min,False,,0.21
train,MSCI_WORLD,rate_emb,60,False,-7.3e-05,0.670234,454,z_below_crit,False,0.011702,0.635,395,ic_below_min,False,,0.32
train,MSCI_WORLD,rate_emb,90,False,1.9e-05,0.767514,454,z_below_crit,False,0.039343,0.225,365,bootstrap_ci_includes_zero,False,,0.5
train,MSCI_WORLD,ruble_emb,1,False,0.000673,0.191211,454,z_below_crit,False,0.004339,0.45,454,ic_below_min,False,,0.17
train,MSCI_WORLD,ruble_emb,7,False,0.000256,0.632496,454,z_below_crit,False,0.025557,0.71,448,ic_below_min,False,,0.15
train,MSCI_WORLD,ruble_emb,14,False,-0.00017,0.763779,454,z_below_crit,False,0.018162,0.645,441,ic_below_min,False,,0.19
train,MSCI_WORLD,ruble_emb,30,False,-0.000626,0.320403,454,z_below_crit,False,0.021499,0.685,425,ic_below_min,False,,0.27
train,MSCI_WORLD,ruble_emb,60,False,-7.9e-05,0.637257,454,z_below_crit,False,0.014042,0.405,395,bootstrap_ci_includes_zero,False,,0.32
train,MSCI_WORLD,ruble_emb,90,False,1.3e-05,0.855517,454,z_below_crit,False,0.050181,0.18,365,bootstrap_ci_includes_zero,False,,0.46
train,MSCI_WORLD,sanctions_emb,1,False,3.2e-05,0.945888,454,z_below_crit,False,0.049447,0.18,454,bootstrap_ci_includes_zero,False,,0.21
train,MSCI_WORLD,sanctions_emb,7,False,-8.2e-05,0.866121,454,z_below_crit,False,0.037812,0.285,448,bootstrap_ci_includes_zero,False,,0.19
train,MSCI_WORLD,sanctions_emb,14,False,-0.000142,0.779278,454,z_below_crit,False,0.01621,0.565,441,ic_below_min,False,,0.17
train,MSCI_WORLD,sanctions_emb,30,False,-0.000406,0.493188,454,z_below_crit,False,0.009202,0.465,425,ic_below_min,False,,0.24
train,MSCI_WORLD,sanctions_emb,60,False,2.6e-05,0.829653,454,z_below_crit,False,0.030542,0.67,395,ic_below_min,False,,0.34
train,MSCI_WORLD,sanctions_emb,90,False,3.4e-05,0.529365,454,z_below_crit,False,0.037259,0.68,365,ic_below_min,False,,0.5
train,MSCI_WORLD,inflation_emb,1,False,-0.00016,0.744126,454,z_below_crit,False,0.044131,0.825,454,ic_below_min,False,,0.17
