dataset,seed,news_field,lag,regime_filter,is_true_signal,confirmed,score,p_value,n
S1,41,news_mentions,1,,False,False,0.0016013840665045618,0.15187136991977201,71
S1,41,news_mentions,7,,False,True,0.0024048498256736854,0.009290310833073745,70
S1,41,news_mentions,14,,False,False,0.0008032918923793874,0.5853704164164999,70
S1,41,news_mentions,30,,False,False,0.0017270369900489835,0.19539911362389262,69
S1,41,news_mentions,60,,False,False,8.342877072576075e-05,0.9268860859200583,68
S1,41,news_mentions,90,,False,False,-0.0010064998058448471,0.2973831842081882,67
S1,42,news_mentions,1,,False,False,0.0004517449663142978,0.646099875332188,81
S1,42,news_mentions,7,,False,False,0.0014890236742407586,0.15323338777938056,80
S1,42,news_mentions,14,,False,False,-0.0007513293049672009,0.5047120174660298,79
S1,42,news_mentions,30,,False,False,-0.0005213068299574742,0.6588878246631806,76
S1,42,news_mentions,60,,False,False,-0.00038042074798621617,0.7387710389740931,75
S1,42,news_mentions,90,,False,False,0.0007706005402265996,0.5117570501157718,75
S1,43,news_mentions,1,,False,False,-0.0006640043594861201,0.5616989184139101,69
S1,43,news_mentions,7,,False,False,0.000420699465014162,0.669750623325275,69
S1,43,news_mentions,14,,False,False,-0.0006880552815050062,0.6124291890258262,69
S1,43,news_mentions,30,,False,False,0.001151975829172928,0.38388175263398994,68
S1,43,news_mentions,60,,False,False,-0.0002535380726936019,0.7974863369988836,65
S1,43,news_mentions,90,,False,False,-0.0007862910535800426,0.4853407599489201,64
S1,44,news_mentions,1,,False,False,0.0014015673127083126,0.4175940701165666,58
S1,44,news_mentions,7,,False,False,-0.000297541947044697,0.8057571279514932,58
S1,44,news_mentions,14,,False,False,0.0023182646106703815,0.13300577352964216,58
S1,44,news_mentions,30,,False,False,0.0005921229856482579,0.6658704603653705,56
S1,44,news_mentions,60,,False,False,0.0018377365389647426,0.07199604944380167,54
S1,44,news_mentions,90,,False,False,-0.0004973477212419989,0.7098164157379354,50
S1,45,news_mentions,1,,False,False,-0.0023246273556764385,0.03532913019970052,69
S1,45,news_mentions,7,,False,False,0.0015402995438868034,0.18985385245106934,68
S1,45,news_mentions,14,,False,False,-0.002036088523469583,0.14016290430696698,67
S1,45,news_mentions,30,,False,False,-0.0006237042810632832,0.6446721764052388,66
S1,45,news_mentions,60,,False,False,-0.0013385630608931227,0.22089962121525697,65
S1,45,news_mentions,90,,False,False,0.00039260069859329454,0.7005104807712117,63
S1,46,news_mentions,1,,False,False,-0.0016370611713263075,0.18428281765476395,78
S1,46,news_mentions,7,,False,False,0.0002405649015820067,0.7945620896876686,78
S1,46,news_mentions,14,,False,False,-0.0008039953106417834,0.5578654882904497,78
S1,46,news_mentions,30,,False,False,-0.000806248629866129,0.5011649480311753,74
S1,46,news_mentions,60,,False,False,-0.0008965882178926107,0.41605606735477774,72
S1,46,news_mentions,90,,False,False,-0.0005136265021350291,0.6949614430280384,72
S1,47,news_mentions,1,,False,True,-0.0027042065142131215,0.002326349560077823,93
S1,47,news_mentions,7,,False,True,-0.00251163874735227,0.004808735556397492,93
S1,47,news_mentions,14,,False,False,-0.0016476145526261893,0.05141368540664182,93
S1,47,news_mentions,30,,False,False,-0.0006756248478196001,0.41980037013809657,91
S1,47,news_mentions,60,,False,True,-0.002955466119458771,0.008035322500355546,90
S1,47,news_mentions,90,,False,False,-0.0011744240307499671,0.3112287967083527,88
S1,48,news_mentions,1,,False,False,-0.000693658531149843,0.5458117253911885,83
S1,48,news_mentions,7,,False,False,0.0010899413406567399,0.30397616871743294,83
S1,48,news_mentions,14,,False,False,0.0008774012797820041,0.4700259619324887,83
