instrument,topic,lag,m5_pvalue,m5_score,m6_ic,m6_confirmed,m5_confirmed,ensemble_pass,config_id,split,regime
MSCI_WORLD,ruble,1,0.80533,-0.000125,0.042983,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,sanctions,1,0.927942,3.3e-05,0.037515,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,sanctions,14,0.023643,0.00097,0.058422,True,True,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,sanctions,30,0.137131,-0.000764,0.038065,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,inflation,1,0.929298,-2.6e-05,0.034008,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,inflation,7,0.81393,-9.1e-05,0.051645,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,banking,1,0.60491,0.000178,0.03528,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,banking,7,0.279523,0.000431,0.043244,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,banking,14,0.594226,0.00023,0.032701,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,banking,30,0.721394,0.000195,0.071036,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_WORLD,gold,14,0.936273,-4.1e-05,0.081085,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,oil,1,0.993826,-2e-06,0.054546,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,oil,7,0.455858,0.000167,0.040117,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,oil,14,0.990711,3e-06,0.040753,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,rate,1,0.640711,5.2e-05,0.100184,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,rate,7,0.892232,2.4e-05,0.050703,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,rate,30,0.610944,0.000145,0.035782,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,ruble,30,0.712455,0.000119,0.033615,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,sanctions,7,0.677561,-7.8e-05,0.033442,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,sanctions,14,0.261129,-0.000233,0.032392,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,banking,7,0.963658,9e-06,0.031162,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,banking,14,0.753653,6.8e-05,0.045932,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,banking,30,0.803035,7.1e-05,0.040069,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,gold,7,0.182688,0.000302,0.060135,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,gold,14,0.644281,0.000117,0.073131,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
DXY,gold,30,0.840356,-5.6e-05,0.060786,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,oil,7,0.980693,-2.6e-05,0.050438,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,oil,14,0.869098,-0.000199,0.056058,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,oil,30,0.855372,0.000242,0.073206,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,rate,7,0.961212,-4.2e-05,0.073412,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,rate,14,0.918352,0.000108,0.072712,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,ruble,7,0.181132,-0.001625,0.07216,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,ruble,14,0.636846,-0.000593,0.053585,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,ruble,30,0.497601,0.001017,0.047836,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,sanctions,1,0.888254,-0.000118,0.038918,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,sanctions,7,0.034367,-0.00195,0.122236,True,True,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,sanctions,14,0.604681,0.000541,0.066886,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,sanctions,30,0.784428,0.000323,0.051715,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,inflation,7,0.664684,-0.000418,0.052189,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,inflation,30,0.739268,-0.0005,0.040665,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,banking,30,0.384947,0.00121,0.03186,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,gold,1,0.444825,0.000753,0.03549,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
BRENT,gold,30,0.664599,0.000572,0.037462,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,oil,1,0.876168,-6.3e-05,0.084739,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,oil,7,0.65872,0.000191,0.03764,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,oil,14,0.913772,5e-05,0.057574,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,rate,7,0.48475,0.00024,0.031131,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,rate,30,0.660313,0.000204,0.042964,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,ruble,30,0.673999,-0.000171,0.045782,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,sanctions,1,0.858516,-6.2e-05,0.120096,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,sanctions,14,0.038119,0.000872,0.076009,True,True,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,inflation,1,0.917327,-2.9e-05,0.135408,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,inflation,30,0.782196,0.000114,0.05364,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,banking,1,0.512455,0.000217,0.08059,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,banking,7,0.584799,0.000217,0.110009,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,banking,30,0.587618,0.000195,0.05195,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,gold,1,0.92231,-4e-05,0.031565,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
MSCI_INDIA,gold,30,0.841086,7.3e-05,0.084926,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,oil,1,0.425231,-0.000665,0.034283,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,oil,7,0.283623,-0.001009,0.06206,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,oil,14,0.744738,-0.000327,0.05456,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,rate,1,0.417117,0.000365,0.059182,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,rate,7,0.873766,0.00012,0.041588,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,rate,14,0.258428,-0.001017,0.041496,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,ruble,1,0.837612,0.000207,0.062748,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,ruble,30,0.575147,-0.000452,0.061177,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,sanctions,1,0.126908,-0.001123,0.044409,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,sanctions,14,0.056952,0.001741,0.042686,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,sanctions,30,0.713247,-0.000287,0.042222,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,inflation,1,0.501387,0.000375,0.063028,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,inflation,7,0.584184,-0.00045,0.032594,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,banking,14,0.163103,-0.001281,0.042529,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,banking,30,0.428064,0.000603,0.033365,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,gold,1,0.71824,0.000308,0.066865,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
CHINA_H_SHARES,gold,14,0.995626,-6e-06,0.052461,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,oil,1,0.458398,-0.000658,0.052934,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,oil,7,0.243988,-0.001159,0.069519,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,oil,14,0.712409,-0.000392,0.047338,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,rate,1,0.514813,0.000314,0.064895,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,rate,7,0.991297,9e-06,0.036325,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,rate,14,0.268693,-0.001045,0.047853,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,ruble,1,0.990094,1.3e-05,0.0409,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,ruble,30,0.387984,-0.000756,0.081699,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,sanctions,14,0.089672,0.001653,0.044486,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,sanctions,30,0.418706,-0.000686,0.044015,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,inflation,1,0.646966,0.000272,0.042842,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,inflation,7,0.390501,-0.000742,0.033966,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,inflation,30,0.698582,0.000351,0.049633,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,banking,1,0.643041,0.000337,0.036256,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,banking,14,0.117928,-0.001521,0.035956,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,gold,1,0.665003,0.000394,0.03357,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,gold,7,0.174092,-0.001365,0.043179,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,gold,14,0.978703,3e-05,0.041186,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
FTSE_CHINA_50,gold,30,0.398388,0.000729,0.055001,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,oil,1,0.953168,-2.7e-05,0.032584,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,oil,30,0.36876,-0.00026,0.093218,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,ruble,1,0.715266,0.000192,0.079781,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,ruble,7,0.645555,-0.000252,0.12627,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,ruble,14,0.485954,-0.00039,0.061238,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,ruble,30,0.734645,9.7e-05,0.060255,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,sanctions,1,0.974356,1.2e-05,0.056229,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,sanctions,7,0.57846,-0.000238,0.042431,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,sanctions,30,0.044846,-0.000628,0.060316,True,True,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,inflation,1,0.07257,-0.000535,0.047939,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,inflation,30,0.384617,-0.000351,0.075029,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,banking,1,0.210952,-0.000456,0.044324,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,banking,7,0.610188,0.000231,0.077365,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,banking,14,0.479435,-0.000339,0.034278,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,gold,7,0.728572,-0.000177,0.090188,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,gold,14,0.240347,-0.000677,0.08452,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
GOLD,gold,30,0.767415,-8.6e-05,0.030987,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,oil,1,0.55831,0.000547,0.063676,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,oil,7,0.71339,-0.000368,0.042799,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,oil,30,0.934833,-5.4e-05,0.044032,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,rate,7,0.517163,-0.000517,0.074358,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,rate,14,0.541689,0.000614,0.039189,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,rate,30,0.20666,-0.001299,0.043008,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,ruble,14,0.754126,-0.000354,0.050427,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,ruble,30,0.501546,0.000346,0.091302,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,sanctions,7,0.773394,-0.000243,0.043753,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,sanctions,14,0.251999,0.001018,0.036186,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,sanctions,30,0.28978,-0.000708,0.098664,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,inflation,1,0.456345,-0.000529,0.102295,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,inflation,14,0.555965,0.000622,0.037762,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,banking,1,0.859666,0.000139,0.106865,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,banking,7,0.79582,0.000232,0.10342,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,banking,14,0.703337,-0.000376,0.043328,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,banking,30,0.496066,-0.000535,0.056497,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,gold,1,0.501519,0.000658,0.070856,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
SILVER,gold,14,0.939729,8.8e-05,0.036239,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
IMOEX,oil,7,0.365599,0.001142,0.098238,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
IMOEX,oil,14,0.607596,0.000697,0.047283,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
IMOEX,rate,1,0.195409,0.000845,0.064383,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
IMOEX,rate,14,0.249976,-0.001447,0.053915,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
IMOEX,rate,30,0.706738,-0.000361,0.114224,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
IMOEX,ruble,1,0.679831,0.000561,0.063838,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
IMOEX,ruble,7,0.341631,0.001337,0.042569,True,False,True,keyword_raw__market_return__M6_only__p0.05_ic0.03,train,
